,Unnamed: 0,administer,cue_type,cue_image,random_order,trial_type,condition_name,condition_num_filled_in_during_exper,block_num,cB_version,ptb_coord_x,ptb_coord_y,p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
11,11,50,high,h017_M120_STD055.png,32,6,pain,99,1,1,476.56640625,597.6484375,40893.479088741,4.01815260400326,0,0,0,0,0,0,0,0,0,40910.597402317,40912.395671117,1.76513759099907
12,12,49,high,h036_M082_STD044.png,22,4,pain,99,1,1,466.2890625,558.63671875,40914.646592142,4.01753796299454,0,0,0,0,0,0,0,0,0,40931.743452824,40933.496185806,1.7168162570014798
13,13,50,low,h007_M103_STD046.png,35,5,pain,99,1,1,472.01171875,567.796875,40935.779683111,4.017517850996231,0,0,0,0,0,0,0,0,0,40952.898167428,40954.595779138996,1.66582218499389
14,14,49,high,h026_M073_STD040.png,14,4,pain,99,1,1,470.125,592.484375,40956.946167051,4.01733780799987,0,0,0,0,0,0,0,0,0,40974.069057496,40975.862245377,1.76551060099882
15,15,49,high,h043_M104_STD040.png,16,4,pain,99,1,1,483.796875,582.484375,40978.112383417996,4.0174995009947505,0,0,0,0,0,0,0,0,0,40995.232279112,40997.195214093,1.93191826099792
16,16,50,low,h026_M095_STD038.png,27,5,pain,99,1,1,452.72265625,580.06640625,40999.278773852995,4.0175322629947905,0,0,0,0,0,0,0,0,0,41016.406141036,41018.011536613,1.57886276000499
17,17,50,high,h048_M115_STD046.png,26,6,pain,99,1,1,462.34375,608.796875,41020.444418395,4.01807327299321,0,0,0,0,0,0,0,0,0,41037.623732714,41039.594835121,1.9301817360028501
18,18,48,low,h005_M109_STD060.png,5,1,pain,99,1,1,456.2578125,569.79296875,41041.677941845,4.01789581900084,0,0,0,0,0,0,0,0,0,41058.941148446,41062.161168593,3.18280579199927
19,19,48,low,h020_M086_STD047.png,11,1,pain,99,1,1,487.01171875,542.984375,41062.994190739,4.01717959399684,0,0,0,0,0,0,0,0,0,41080.117630223,41082.060983032,1.91407410999818
20,20,49,high,h033_M104_STD048.png,12,4,pain,99,1,1,463.66015625,590.03125,41084.161031902004,4.01666435400693,0,0,0,0,0,0,0,0,0,41101.30048327,41103.111430008,1.7685152350022701
21,21,50,low,h056_M065_STD037.png,29,5,pain,99,1,1,462.2890625,576.53515625,41105.344034549,4.01754079700186,0,0,0,0,0,0,0,0,0,41122.479140134,41123.943398883996,1.43261977899965
22,22,48,low,h055_M120_STD026.png,7,1,pain,99,1,1,489.9140625,541.09765625,41126.527280105,4.01728618500056,0,0,0,0,0,0,0,0,0,41143.691154273,41145.293219504,1.56474193000031
23,23,50,low,h031_M101_STD059.png,31,5,pain,99,1,1,459.47265625,555.67578125,41147.744526442,4.01641048199963,0,0,0,0,0,0,0,0,0,41164.9185249,41166.992231796,2.04538063899963
24,24,50,high,h044_M094_STD038.png,34,6,pain,99,1,1,486.35546875,557.41796875,41168.961005008,4.0156451599978,0,0,0,0,0,0,0,0,0,41186.066950952,41187.692283286,1.5998055349991798
25,25,48,high,h022_M098_STD056.png,6,2,pain,99,1,1,488.984375,523.59375,41190.109257206,4.017478909001509,0,0,0,0,0,0,0,0,0,41207.285782889,41209.276041471,1.9488473129968
26,26,48,high,h019_M079_STD044.png,0,2,pain,99,1,1,468.98046875,578.65234375,41211.342637362,4.0175281069969095,0,0,0,0,0,0,0,0,0,41228.450357436,41230.075204037996,1.5822470690036399
27,27,48,low,h028_M099_STD051.png,3,1,pain,99,1,1,476.1796875,575.9609375,41232.508924265,4.017390845001501,0,0,0,0,0,0,0,0,0,41249.624161732005,41251.592004751,1.9320442630050803
28,28,49,low,h021_M087_STD042.png,23,3,pain,99,1,1,502.03515625,520.01171875,41253.674463861,4.01789982499758,0,0,0,0,0,0,0,0,0,41270.773754925,41272.441783275,1.63350550999894
29,29,48,high,h052_M082_STD052.png,8,2,pain,99,1,1,471.9765625,550.7890625,41274.824277436004,4.018187273002701,0,0,0,0,0,0,0,0,0,41291.958916801,41293.657992477005,1.6666665820012
30,30,48,high,h015_M098_STD036.png,4,2,pain,99,1,1,460.2734375,598.20703125,41296.008456202,4.01716851699894,0,0,0,0,0,0,0,0,0,41313.124786848,41314.823830388996,1.66572929299582
31,31,48,low,h035_M094_STD035.png,1,1,pain,99,1,1,461.25390625,609.28515625,41317.17443823,4.0175956729945,0,0,0,0,0,0,0,0,0,41334.277595257,41335.990857049,1.68096654600231
32,32,48,low,h054_M096_STD047.png,9,1,pain,99,1,1,460.90625,600.42578125,41338.32420169,4.01728447900678,0,0,0,0,0,0,0,0,0,41355.455924226,41357.374796481,1.88176212699909
33,33,49,low,h032_M082_STD040.png,13,3,pain,99,1,1,465.890625,611.84765625,41359.507441443,4.018420314001561,0,0,0,0,0,0,0,0,0,41376.648659257,41378.20804983,1.5325012269968301
34,34,49,high,h035_M096_STD046.png,18,4,pain,99,1,1,473.25390625,560.75390625,41380.69048994,4.0169336580002,0,0,0,0,0,0,0,0,0,41397.809267348,41399.707604405,1.86596875400573
35,35,49,low,h017_M108_STD043.png,15,3,pain,99,1,1,465.31640625,561.67578125,41401.856604549,4.01764962900052,0,0,0,0,0,0,0,0,0,41418.978126766,41420.773147763,1.7638453249965103
