,Unnamed: 0,stimuli_num,administer,match,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,block_num,image_filename,cB_version,ptb_coord_x,ptb_coord_y,p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
12,12,11,100,different,high,h016_M088_STD039.png,18,4,cognitive,99,1,11_100_R.jpg,1,471.8515625,516.93359375,38767.76038,2.001137322,0,0,0,0,0,0,38774.79153,1,4.999954338999999,38775.293139999994,38777.65912,2.334437109
13,13,18,50,different,high,h025_M103_STD038.png,10,2,cognitive,99,1,18_50_R.jpg,1,487.7890625,575.32421875,38779.34246,2.0001053,0,0,0,0,0,0,38786.37458,1,4.999922006,38786.87644,38789.80852,2.91681242
14,14,39,50,same,low,h015_M097_STD053.png,3,1,cognitive,99,1,39_50.jpg,1,455.40625,562.22265625,38790.90839,2.001137112,0,0,0,0,0,0,38797.941139999995,2,4.999408902,38798.44194,,
15,15,5,150,different,low,h037_M106_STD056.png,33,5,cognitive,99,1,5_150_R.jpg,1,484.59765625,541.99609375,38802.492119999995,2.000345386,0,0,0,0,0,0,38809.524860000005,1,4.999727814,38810.0257,,
16,16,25,50,different,high,h056_M101_STD029.png,6,2,cognitive,99,1,25_50_R.jpg,1,458.8515625,580.5,38814.0752,2.001122274,0,0,0,0,0,0,38821.10753,1,4.999687025,38821.60929,38825.275239999995,3.634463682
17,17,39,100,different,low,h039_M093_STD051.png,21,3,cognitive,99,1,39_100_R.jpg,1,497.54296875,542.95703125,38825.65933,2.000309207,0,0,0,0,0,0,38832.70883,1,4.999380386,38833.2096,38835.19239,1.9515006259999998
18,18,47,100,same,high,h015_M105_STD050.png,12,4,cognitive,99,1,47_100.jpg,1,474.25390625,558.01953125,38837.25821,2.001445431,0,0,0,0,0,0,38844.30713,2,4.999805274,38844.80884,38848.70744,3.866975785
19,19,1,150,same,low,h007_M075_STD026.png,29,5,cognitive,99,1,1_150.jpg,1,469.7578125,573.453125,38848.85789,2.000329944,0,0,0,0,0,0,38855.907419999996,2,4.999576135,38856.40917,38859.00717,2.565882567
20,20,34,100,different,high,h035_M088_STD045.png,22,4,cognitive,99,1,34_100_R.jpg,1,468.9921875,535.15625,38860.47567,2.00110885,0,0,0,0,0,0,38867.50746,1,4.99988253,38868.00922,38869.975589999995,1.935607883
21,21,19,150,different,high,h037_M122_STD031.png,34,6,cognitive,99,1,19_150_R.jpg,1,493.48828125,513.44921875,38872.05786,2.001219225,0,0,0,0,0,0,38879.09014,1,4.999619193,38879.59188,38881.55785,1.934129645
22,22,42,150,same,high,h030_M089_STD040.png,26,6,cognitive,99,1,42_150.jpg,1,487.37109375,544.43359375,38883.640380000004,2.001142026,0,0,0,0,0,0,38890.672999999995,2,4.999464634,38891.17476,38893.3908,2.184060944
23,23,3,100,different,high,h036_M063_STD040.png,20,4,cognitive,99,1,3_100_R.jpg,1,487.640625,545.171875,38895.225230000004,2.001142399,0,0,0,0,0,0,38902.25678,1,4.999519366,38902.75856,38906.77362,3.9841107160000004
24,24,19,100,same,high,h027_M116_STD049.png,16,4,cognitive,99,1,19_100.jpg,1,470.4375,570.09375,38906.8075,2.00114574,0,0,0,0,0,0,38913.85649,2,4.99962419,38914.35823,38916.10634,1.716505564
25,25,41,150,different,high,h023_M111_STD027.png,32,6,cognitive,99,1,41_150_R.jpg,1,454.40234375,583.6953125,38918.407060000005,2.001125696,0,0,0,0,0,0,38925.44008,1,4.999992938,38925.941569999995,38929.95682,3.9839836039999996
26,26,6,100,same,low,h016_M068_STD056.png,17,3,cognitive,99,1,6_100.jpg,1,486.76953125,549.78515625,38929.98944,2.000373447,0,0,0,0,0,0,38937.02296,2,4.999729641,38937.52469,38940.00698,2.4505490080000003
27,27,32,50,different,low,h030_M107_STD055.png,9,1,cognitive,99,1,32_50_R.jpg,1,461.45703125,604.39453125,38941.57308,2.0011348730000003,0,0,0,0,0,0,38948.60661,1,4.9999586439999995,38949.10837,38950.690010000006,1.550085944
28,28,41,100,same,high,h012_M100_STD045.png,14,4,cognitive,99,1,41_100.jpg,1,465.00390625,600.58984375,38953.15626,2.001124811,0,0,0,0,0,0,38960.18913,2,4.999790319,38960.690910000005,38962.37268,1.649929868
29,29,18,150,same,high,h048_M093_STD046.png,28,6,cognitive,99,1,18_150.jpg,1,469.38671875,581.296875,38964.73971,2.001187088,0,0,0,0,0,0,38971.7718,2,4.999447234,38972.27312,38974.589739999996,2.283588279
30,30,47,150,different,high,h031_M117_STD049.png,30,6,cognitive,99,1,47_150_R.jpg,1,457.26171875,561.37890625,38976.33961,2.000847529,0,0,0,0,0,0,38983.20397,1,4.83207317,38984.22492,,
31,31,5,100,same,low,h026_M078_STD049.png,15,3,cognitive,99,1,5_100.jpg,1,504.5625,541.30859375,38988.27368,2.001135177,0,0,0,0,0,0,38995.30527,2,4.999752315,38995.807010000004,38997.78957,1.9510757319999998
32,32,22,50,same,low,h017_M089_STD032.png,5,1,cognitive,99,1,22_50.jpg,1,462.8046875,607.484375,38999.85631,2.00114145,0,0,0,0,0,0,39006.88835,2,4.9995824419999995,39007.3901,39009.7561,2.334564987
33,33,42,50,different,high,h020_M085_STD037.png,8,2,cognitive,99,1,42_50_R.jpg,1,459.28125,600.87109375,39011.43931,2.00113331,0,0,0,0,0,0,39018.471860000005,1,4.999642052,39018.97281,39021.58915,2.584356708
34,34,26,100,different,low,h020_M106_STD062.png,19,3,cognitive,99,1,26_100_R.jpg,1,463.453125,589.60546875,39023.022489999996,2.000226409,0,0,0,0,0,0,39030.05571,1,4.999952779,39030.55747,39032.42315,1.8345237730000001
35,35,22,100,different,low,h029_M099_STD051.png,23,3,cognitive,99,1,22_100_R.jpg,1,467.90234375,579.7265625,39034.60554,2.000391558,0,0,0,0,0,0,39041.63749,1,4.999864486,39042.13921,39045.28876,3.1171213910000004
