,Unnamed: 0,stimuli_num,administer,match,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,block_num,image_filename,cB_version,ptb_coord_x,ptb_coord_y,p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
10,10,26,50,same,low,h001_M063_STD035.png,1,1,cognitive,99,1,26_50.jpg,1,470.8359375,576.83984375,59389.052907811,2.00091120500292,0,0,0,0,0,0,59396.085639605,2,4.999976379003781,59396.586692099,59398.419470965,1.80096698799753
11,11,32,150,same,low,h047_M091_STD038.png,27,5,cognitive,99,1,32_150.jpg,1,476.5078125,548.05859375,59400.635990362,2.00112302899652,0,0,0,0,0,0,59407.66843771,2,5.000012673001041,59408.170219923,59410.068874115,1.8672908640001002
12,12,11,100,different,high,h016_M088_STD039.png,18,4,cognitive,99,1,11_100_R.jpg,1,474.85546875,553.18359375,59412.219320232005,2.00124916700588,0,0,0,0,0,0,59419.251467209004,1,4.99938331699377,59419.753142637004,59421.635976653,1.85117201599496
13,13,18,50,different,high,h025_M103_STD038.png,10,2,cognitive,99,1,18_50_R.jpg,1,470.6328125,579.41015625,59423.803367955996,2.00117505399976,0,0,0,0,0,0,59430.83477722901,1,4.99965300299664,59431.335681943,59433.35222289,1.98378039700037
14,14,39,50,same,low,h015_M097_STD053.png,3,1,cognitive,99,1,39_50.jpg,1,468.52734375,586.21484375,59435.385464587,2.00079819899838,0,0,0,0,0,0,59442.418295705,2,4.999863830002139,59442.91944366,59444.502369400994,1.55044418800389
15,15,5,150,different,low,h037_M106_STD056.png,33,5,cognitive,99,1,5_150_R.jpg,1,468.1875,584.94921875,59446.985386022,2.00113752199832,0,0,0,0,0,0,59454.018013671,1,4.99964261999412,59454.519776115994,59456.335368128,1.7823310799940402
16,16,25,50,different,high,h056_M101_STD029.png,6,2,cognitive,99,1,25_50_R.jpg,1,465.80859375,591.61328125,59458.584956533,2.00116927800264,0,0,0,0,0,0,59465.617965421,1,4.99957117899612,59466.118922136,59467.785708,1.63445215100364
17,17,39,100,different,low,h039_M093_STD051.png,21,3,cognitive,99,1,39_100_R.jpg,1,469.8984375,557.1953125,59470.169485938,2.0011260140017804,0,0,0,0,0,0,59477.200680060996,1,4.99950710100529,59477.702474149,59479.853015813,2.11896314499609
18,18,47,100,same,high,h015_M105_STD050.png,12,4,cognitive,99,1,47_100.jpg,1,475.51171875,549.2734375,59481.751403651,2.0011452010003303,0,0,0,0,0,0,59488.78372342599,2,4.99940586499724,59489.285329367005,59491.418030536,2.10038120600075
19,19,1,150,same,low,h007_M075_STD026.png,29,5,cognitive,99,1,1_150.jpg,1,476.48046875,531.40234375,59493.33463464901,2.0011233969999,0,0,0,0,0,0,59500.367878197,1,4.99990719500056,59500.86960218,59502.98403761,2.08320933500363
20,20,34,100,different,high,h035_M088_STD045.png,22,4,cognitive,99,1,34_100_R.jpg,1,481.3359375,532.75,59504.917930517004,2.00043840700528,0,0,0,0,0,0,59511.950275364004,1,5.000013753997339,59512.452064364006,59514.451112365,1.9665875279970402
21,21,19,150,different,high,h037_M122_STD031.png,34,6,cognitive,99,1,19_150_R.jpg,1,481.66015625,541.12109375,59516.501132597004,2.0004962460006896,0,0,0,0,0,0,59523.533635284,1,4.999425706002509,59524.035409075,59526.001471715,1.9341946350032198
22,22,42,150,same,high,h030_M089_STD040.png,26,6,cognitive,99,1,42_150.jpg,1,482.359375,517.3828125,59528.084145857996,2.00114770999789,0,0,0,0,0,0,59535.117116755995,2,4.99976166100532,59535.618928397,59537.184276178,1.53437775399652
23,23,3,100,different,high,h036_M063_STD040.png,20,4,cognitive,99,1,3_100_R.jpg,1,475.2265625,543.4609375,59539.66851008,2.0011210109951203,0,0,0,0,0,0,59546.69940498,1,4.99942412599921,59547.20117047599,59549.100056443,1.86690702600026
24,24,19,100,same,high,h027_M116_STD049.png,16,4,cognitive,99,1,19_100.jpg,1,475.91015625,558.57421875,59551.25058155,2.0011834930046497,0,0,0,0,0,0,59558.28341456,2,4.99982689999888,59558.785177822,59561.617236861,2.80062448399985
25,25,41,150,different,high,h023_M111_STD027.png,32,6,cognitive,99,1,41_150_R.jpg,1,484.46484375,505.02734375,59562.83400761,2.0011235889978702,0,0,0,0,0,0,59569.866343894006,1,4.999988049996321,59570.368115385994,59572.96726732,2.5669030459976097
26,26,6,100,same,low,h016_M068_STD056.png,17,3,cognitive,99,1,6_100.jpg,1,487.6640625,520.33203125,59574.433678053,2.0011228950024798,0,0,0,0,0,0,59581.465971249,2,4.999352901999369,59581.967767871,59584.016667952004,2.01691628900153
27,27,32,50,different,low,h030_M107_STD055.png,9,1,cognitive,99,1,32_50_R.jpg,1,466.5,583.32421875,59586.017920825994,2.00028009599919,0,0,0,0,0,0,59593.04987082,1,5.00001103700197,59593.551592368,59594.866661492,1.28399049499421
28,28,41,100,same,high,h012_M100_STD045.png,14,4,cognitive,99,1,41_100.jpg,1,463.7890625,593.2109375,59597.600017111,2.00113912799861,0,0,0,0,0,0,59604.631804027995,2,4.9994010010050305,59605.132630407,59607.483446905,2.3351160669990296
29,29,18,150,same,high,h048_M093_STD046.png,28,6,cognitive,99,1,18_150.jpg,1,462.45703125,590.3984375,59609.166416563,2.0005734189981004,0,0,0,0,0,0,59616.198607647,2,4.999661741996531,59616.70041424,59619.983164736,3.2485850730008705
30,30,47,150,different,high,h031_M117_STD049.png,30,6,cognitive,99,1,47_150_R.jpg,1,509.67578125,483.7265625,59620.766344594005,2.0011230500022097,0,0,0,0,0,0,59627.799100257995,1,4.9993486880048295,59628.300866494006,59630.865808903,2.5333683150020097
31,31,5,100,same,low,h026_M078_STD049.png,15,3,cognitive,99,1,5_100.jpg,1,473.4765625,558.44140625,59632.349348069,2.0011554929951703,0,0,0,0,0,0,59639.382354857,2,4.99947004600108,59639.884072627,59641.21620151099,1.3007516969955801
32,32,22,50,same,low,h017_M089_STD032.png,5,1,cognitive,99,1,22_50.jpg,1,464.06640625,595.42578125,59643.949334166,2.0011794140009402,0,0,0,0,0,0,59650.982582039,2,4.99979434499983,59651.484293031,59653.432262256,1.91638979900017
33,33,42,50,different,high,h020_M085_STD037.png,8,2,cognitive,99,1,42_50_R.jpg,1,461.58984375,582.26171875,59655.532216807005,2.00018600800104,0,0,0,0,0,0,59662.565283094,1,4.99959472800401,59663.067043622,,
34,34,26,100,different,low,h020_M106_STD062.png,19,3,cognitive,99,1,26_100_R.jpg,1,465.96484375,588.0859375,59667.116186597,2.00115636699775,0,0,0,0,0,0,59674.14758485,1,4.9994476329957305,59674.649087864,59676.631987757995,1.94968571800564
35,35,22,100,different,low,h029_M099_STD051.png,23,3,cognitive,99,1,22_100_R.jpg,1,476.26171875,547.71484375,59678.715946020995,2.0005971809951,0,0,0,0,0,0,59685.748487002005,1,4.999549157000731,59686.250244286,59687.965090194004,1.6834066540031898
