src_subject_id,session_id,param_run_num,param_counterbalance_ver,param_counterbalance_block_num,param_cue_type,param_administer_type,param_video_subject,param_video_filename,param_cond_type,param_trigger_onset,param_start_biopac,event01_fixation_onset,event01_fixation_biopac,event01_fixation_duration,event02_cue_onset,event02_cue_biopac,event02_cue_type,event02_cue_filename,event03_expect_displayonset,event03_expect_biopac,event03_expect_responseonset,event03_expect_RT,event04_fixation_onset,event04_fixation_biopac,event04_fixation_duration,event05_administer_type,event05_administer_filename,event05_administer_displayonset,event05_administer_biopac,event06_actual_displayonset,event06_actual_biopac,event06_actual_responseonset,event06_actual_RT,param_end_instruct_onset,param_end_biopac,param_experiment_duration
1,4,3,3,2,low,low,115-jy115,jy115t1aaunaff_L.mp4,1,1607458195.83814,1607458195.84042,1607458384.48666,1607458384.48843,1.40088891983032,1607458385.90385,1607458385.90537,low,l039.png,1607458386.90423,1607458386.90549,1607458390.35563,3.45140528678894,1607458390.92239,1607458390.92424,0.801027059555054,low,jy115t1aaunaff_L.mp4,1607458392.97661,1607458392.97441,1607458398.24179,1607458398.25236,NaN,NaN,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,med,042-ll042,ll042t1afunaff_M.mp4,3,1607458195.83814,1607458195.84042,1607458402.27663,1607458402.27825,3.40086579322815,1607458405.69457,1607458405.69673,low,l021.png,1607458406.69494,1607458406.69601,1607458409.485,2.79005885124207,1607458410.71311,1607458410.71506,0.900896549224854,med,ll042t1afunaff_M.mp4,1607458412.86737,1607458412.86499,1607458418.13254,1607458418.13573,1607458421.26823,3.13569140434265,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,low,096-bg096,bg096t2afunaff_L.mp4,2,1607458195.83814,1607458195.84042,1607458422.1507,1607458422.15346,3.40095210075378,1607458425.56865,1607458425.57033,high,h050.png,1607458426.56902,1607458426.57002,1607458428.51999,1.95096945762634,1607458430.58718,1607458430.58893,2.50088262557983,low,bg096t2afunaff_L.mp4,1607458434.34068,1607458434.33896,1607458439.60721,1607458439.60824,1607458443.54221,3.93499970436096,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,high,042-ll042,ll042t1aiaff_H.mp4,5,1607458195.83814,1607458195.84042,1607458444.09222,1607458444.10309,1.10089540481567,1607458445.2093,1607458445.21086,low,l033.png,1607458446.20968,1607458446.21104,1607458449.928,3.71832513809204,1607458450.47794,1607458450.4796,0.500990152359009,high,ll042t1aiaff_H.mp4,1607458452.23187,1607458452.22982,1607458457.49722,1607458457.50243,1607458460.56835,3.07113027572632,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,med,121-vw121,vw121t1aiaff_M.mp4,3,1607458195.83814,1607458195.84042,1607458461.51538,1607458461.52011,1.30096745491028,1607458462.83254,1607458462.83597,low,l035.png,1607458463.83292,1607458463.836,1607458465.90169,2.06877684593201,1607458467.85108,1607458467.85336,0.7008957862854,med,vw121t1aiaff_M.mp4,1607458469.80469,1607458469.80292,1607458475.07044,1607458475.07141,1607458478.75537,3.68492794036865,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,med,048-aa048,aa048t2afunaff_M.mp4,3,1607458195.83814,1607458195.84042,1607458479.30535,1607458479.3201,1.20098567008972,1607458480.52247,1607458480.52446,low,l022.png,1607458481.52285,1607458481.52396,1607458482.89016,1.36731100082397,1607458485.54101,1607458485.54284,1.20099997520447,med,aa048t2afunaff_M.mp4,1607458487.99509,1607458487.99294,1607458493.26056,1607458493.26914,1607458496.08505,2.8244948387146,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,high,048-aa048,aa048t2aeaff_H.mp4,6,1607458195.83814,1607458195.84042,1607458497.27872,1607458497.28657,1.20101475715637,1607458498.49584,1607458498.50138,high,h041.png,1607458499.49622,1607458499.50232,1607458501.03493,1.53871083259583,1607458503.51438,1607458503.52009,1.20097899436951,high,aa048t2aeaff_H.mp4,1607458505.96812,1607458505.96625,1607458511.23393,1607458511.23548,1607458513.53506,2.30113863945007,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,high,101-mg101,mg101t2aeaff_H.mp4,6,1607458195.83814,1607458195.84042,1607458515.25209,1607458515.254,2.10103034973145,1607458517.36955,1607458517.37117,high,h054.png,1607458518.36992,1607458518.37094,1607458521.48785,3.11793327331543,1607458522.38809,1607458522.39022,2.50093507766724,high,mg101t2aeaff_H.mp4,1607458526.14207,1607458526.14001,1607458531.40812,1607458531.41937,1607458535.1683,3.76017999649048,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,high,124-dn124,dn124t1aiaff_H.mp4,5,1607458195.83814,1607458195.84042,1607458535.72639,1607458535.72812,1.40097975730896,1607458537.14359,1607458537.14522,low,l026.png,1607458538.14396,1607458538.14541,1607458541.16843,3.02446842193604,1607458542.16213,1607458542.16413,0.500988483428955,high,dn124t1aiaff_H.mp4,1607458543.9161,1607458543.91405,1607458549.18141,1607458549.18571,1607458552.6684,3.48698973655701,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,low,097-gf097,gf097t2aiunaff_L.mp4,1,1607458195.83814,1607458195.84042,1607458553.21625,1607458553.2199,1.60088491439819,1607458554.83352,1607458554.83646,low,l005.png,1607458555.83389,1607458555.83598,1607458558.93526,3.10136938095093,1607458559.85206,1607458559.85374,0.900881767272949,low,gf097t2aiunaff_L.mp4,1607458562.00605,1607458562.004,1607458567.27149,1607458567.27237,1607458570.92303,3.65153908729553,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,med,101-mg101,mg101t2aeunaff_M.mp4,4,1607458195.83814,1607458195.84042,1607458571.47306,1607458571.48696,3.40091347694397,1607458574.891,1607458574.89277,high,h047.png,1607458575.89137,1607458575.89251,1607458577.87563,1.98425626754761,1607458579.90954,1607458579.91161,0.700942516326904,med,mg101t2aeunaff_M.mp4,1607458581.86354,1607458581.86137,1607458587.12889,1607458587.13619,1607458589.55174,2.42284893989563,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,low,048-aa048,aa048t2aaunaff_L.mp4,1,1607458195.83814,1607458195.84042,1607458591.14706,1607458591.15317,1.20087790489197,1607458592.36418,1607458592.36615,low,l008.png,1607458593.36455,1607458593.36919,1607458595.23503,1.87047553062439,1607458597.38272,1607458597.38627,0.700793743133545,low,aa048t2aaunaff_L.mp4,1607458599.33676,1607458599.33448,1607458604.60208,1607458604.60293,1607458607.60343,3.00134921073914,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,low,106-nm106,nm106t1aaunaff_L.mp4,2,1607458195.83814,1607458195.84042,1607458608.62024,1607458608.62202,1.20079565048218,1607458609.83736,1607458609.83897,high,h051.png,1607458610.83774,1607458610.83917,1607458612.18844,1.35070133209229,1607458614.8559,1607458614.85793,0.800975561141968,low,nm106t1aaunaff_L.mp4,1607458616.90975,1607458616.90781,1607458622.1753,1607458622.18598,1607458625.63505,3.45975589752197,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,med,123-jh123,jh123t2aaaff_M.mp4,4,1607458195.83814,1607458195.84042,1607458626.19346,1607458626.20352,3.8009192943573,1607458630.01155,1607458630.01344,high,h052.png,1607458631.01193,1607458631.013,1607458632.36832,1.3563916683197,1607458635.03009,1607458635.03215,0.801017045974731,med,jh123t2aaaff_M.mp4,1607458637.08402,1607458637.08197,1607458642.34949,1607458642.35219,1607458644.86836,2.51887130737305,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,med,124-dn124,dn124t1aeunaff_M.mp4,3,1607458195.83814,1607458195.84042,1607458646.36765,1607458646.36972,1.20099115371704,1607458647.58477,1607458647.58661,low,l009.png,1607458648.58515,1607458648.58627,1607458650.91953,2.33438777923584,1607458652.60331,1607458652.60558,0.800899028778076,med,dn124t1aeunaff_M.mp4,1607458654.65723,1607458654.65512,1607458659.92271,1607458659.92368,1607458662.60724,2.6845281124115,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,high,106-nm106,nm106t1afaff_H.mp4,5,1607458195.83814,1607458195.84042,1607458663.94087,1607458663.95342,1.20088744163513,1607458665.15799,1607458665.1601,low,l036.png,1607458666.15837,1607458666.15951,1607458669.84337,3.68500137329102,1607458670.39328,1607458670.3951,2.5009081363678,high,nm106t1afaff_H.mp4,1607458674.14725,1607458674.14514,1607458679.41331,1607458679.41943,1607458680.86845,1.45514178276062,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,high,107-hs107,hs107t1afaff_H.mp4,6,1607458195.83814,1607458195.84042,1607458683.43147,1607458683.43651,1.30091500282288,1607458684.74863,1607458684.75338,high,h055.png,1607458685.74901,1607458685.75241,1607458687.71835,1.96934127807617,1607458689.76717,1607458689.7693,0.500945091247559,high,hs107t1afaff_H.mp4,1607458691.52084,1607458691.51898,1607458696.78646,1607458696.78743,1607458699.70432,2.91786861419678,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,high,123-jh123,jh123t1aeaff_H.mp4,6,1607458195.83814,1607458195.84042,1607458700.80462,1607458700.80626,2.90100073814392,1607458703.72238,1607458703.72404,high,h042.png,1607458704.72275,1607458704.72412,1607458707.05718,2.33443093299866,1607458708.74091,1607458708.74268,0.800963401794434,high,jh123t1aeaff_H.mp4,1607458710.79492,1607458710.79276,1607458716.06031,1607458716.06927,1607458718.43509,2.37477993965149,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,med,096-bg096,bg096t2aaaff_M.mp4,3,1607458195.83814,1607458195.84042,1607458720.07847,1607458720.08662,2.0009970664978,1607458722.09589,1607458722.09778,low,l023.png,1607458723.09627,1607458723.1025,1607458725.33508,2.23880958557129,1607458727.11443,1607458727.12022,0.700928211212158,med,bg096t2aaaff_M.mp4,1607458729.06857,1607458729.06628,1607458734.33379,1607458734.33557,1607458736.26832,1.93452596664429,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,high,080-bn080,bn080t1afaff_H.mp4,6,1607458195.83814,1607458195.84042,1607458738.35196,1607458738.3536,1.20105075836182,1607458739.56908,1607458739.57076,high,h043.png,1607458740.56945,1607458740.57042,NaN,NaN,1607458744.58761,1607458744.58908,0.700977563858032,high,bn080t1afaff_H.mp4,1607458746.54167,1607458746.53949,1607458751.80697,1607458751.80764,1607458753.80802,2.00104117393494,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,med,097-gf097,gf097t1aiaff_M.mp4,4,1607458195.83814,1607458195.84042,1607458755.82514,1607458755.83642,1.90096497535706,1607458757.74252,1607458757.74452,high,h053.png,1607458758.74289,1607458758.74416,1607458761.34409,2.60119390487671,1607458762.76106,1607458762.76272,1.20087909698486,med,gf097t1aiaff_M.mp4,1607458765.21493,1607458765.2129,1607458770.4806,1607458770.48603,1607458773.21847,2.73786520957947,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,low,042-ll042,ll042t1aaunaff_L.mp4,2,1607458195.83814,1607458195.84042,1607458774.49877,1607458774.50354,1.10090923309326,1607458775.61585,1607458775.61995,high,h044.png,1607458776.61623,1607458776.61925,1607458778.7183,2.10207605361938,1607458780.63439,1607458780.63617,0.500961542129517,low,ll042t1aaunaff_L.mp4,1607458782.3883,1607458782.3862,1607458787.65367,1607458787.65435,1607458790.455,2.80132436752319,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,high,097-gf097,gf097t2aaunaff_H.mp4,5,1607458195.83814,1607458195.84042,1607458791.67184,1607458791.67358,1.80086994171143,1607458793.48918,1607458793.49103,low,l027.png,1607458794.48956,1607458794.491,1607458797.00734,2.51777958869934,1607458798.50772,1607458798.50955,0.600887775421143,high,gf097t2aaunaff_H.mp4,1607458800.36151,1607458800.3595,1607458805.62705,1607458805.63591,1607458807.75178,2.12473082542419,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,low,107-hs107,hs107t2aeunaff_L.mp4,1,1607458195.83814,1607458195.84042,1607458809.64521,1607458809.65366,5.90089297294617,1607458815.56408,1607458815.56557,low,l034.png,1607458816.56446,1607458816.57012,1607458818.38507,1.82061123847961,1607458820.58262,1607458820.58677,0.800897598266602,low,hs107t2aeunaff_L.mp4,1607458822.63636,1607458822.63442,1607458827.90202,1607458827.9031,1607458830.00301,2.10099172592163,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,low,101-mg101,mg101t2afunaff_L.mp4,2,1607458195.83814,1607458195.84042,1607458831.92018,1607458831.92199,2.00091147422791,1607458833.9376,1607458833.93946,high,h048.png,1607458834.93797,1607458834.93882,1607458837.23903,2.3010561466217,1607458838.95614,1607458838.95808,0.701046943664551,low,mg101t2afunaff_L.mp4,1607458840.90997,1607458840.90815,1607458846.1755,1607458846.18584,1607458848.60165,2.42614793777466,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,low,121-vw121,vw121t1aeaff_L.mp4,1,1607458195.83814,1607458195.84042,1607458850.19366,1607458850.20328,1.80099248886108,1607458852.01101,1607458852.01304,low,l020.png,1607458853.01138,1607458853.01234,1607458855.14572,2.13433575630188,1607458857.02955,1607458857.03172,1.00094437599182,low,vw121t1aeaff_L.mp4,1607458859.2836,1607458859.28145,1607458864.54902,1607458864.5524,1607458866.7684,2.21937870979309,1607458868.56718,1607458868.5702,672.729038953781
