sub,ses,run,run_type,meta,experiment_dur
sub-0064,ses-01,5,run-05-vicarious,sub-0064_ses-01_run-05-vicarious,399.025890827179
sub-0064,ses-01,1,run-01-vicarious,sub-0064_ses-01_run-01-vicarious,399.051629543304
sub-0064,ses-03,1,run-01-cognitive,sub-0064_ses-03_run-01-cognitive,399.02800321579
sub-0064,ses-03,4,run-04-vicarious,sub-0064_ses-03_run-04-vicarious,398.840234041214
sub-0064,ses-03,5,run-05-cognitive,sub-0064_ses-03_run-05-cognitive,399.029706001282
sub-0064,ses-03,2,run-02-vicarious,sub-0064_ses-03_run-02-vicarious,398.82961845397904
sub-0064,ses-04,4,run-04-cognitive,sub-0064_ses-04_run-04-cognitive,399.08815526962303
sub-0064,ses-04,3,run-03-vicarious,sub-0064_ses-04_run-03-vicarious,398.824562072754
sub-0064,ses-04,6,run-06-vicarious,sub-0064_ses-04_run-06-vicarious,398.83336019516
sub-0064,ses-04,2,run-02-cognitive,sub-0064_ses-04_run-02-cognitive,398.63191699981695
sub-0065,ses-01,6,run-06-vicarious,sub-0065_ses-01_run-06-vicarious,399.342435598373
sub-0065,ses-01,3,run-03-vicarious,sub-0065_ses-01_run-03-vicarious,399.136030673981
sub-0065,ses-01,2,run-02-cognitive,sub-0065_ses-01_run-02-cognitive,398.5251400470729
sub-0065,ses-01,1,run-01-pain,sub-0065_ses-01_run-01-pain,398.835858345032
sub-0065,ses-01,4,run-04-cognitive,sub-0065_ses-01_run-04-cognitive,398.837749242783
sub-0065,ses-01,5,run-05-pain,sub-0065_ses-01_run-05-pain,399.333309412003
sub-0065,ses-03,3,run-03-pain,sub-0065_ses-03_run-03-pain,398.831417798996
sub-0065,ses-03,4,run-04-pain,sub-0065_ses-03_run-04-pain,398.85162997245794
sub-0065,ses-03,5,run-05-cognitive,sub-0065_ses-03_run-05-cognitive,398.834371805191
sub-0065,ses-03,1,run-01-vicarious,sub-0065_ses-03_run-01-vicarious,398.1507844924929
sub-0065,ses-03,2,run-02-cognitive,sub-0065_ses-03_run-02-cognitive,398.134628772736
sub-0065,ses-03,6,run-06-vicarious,sub-0065_ses-03_run-06-vicarious,398.128896951675
sub-0065,ses-04,6,run-06-pain,sub-0065_ses-04_run-06-pain,398.41200995445297
sub-0065,ses-04,5,run-05-cognitive,sub-0065_ses-04_run-05-cognitive,398.832736253738
sub-0065,ses-04,1,run-01-cognitive,sub-0065_ses-04_run-01-cognitive,398.8361661434169
sub-0065,ses-04,4,run-04-vicarious,sub-0065_ses-04_run-04-vicarious,398.130144834518
sub-0065,ses-04,3,run-03-pain,sub-0065_ses-04_run-03-pain,399.07773399353
sub-0065,ses-04,2,run-02-vicarious,sub-0065_ses-04_run-02-vicarious,398.841331958771
sub-0066,ses-01,5,run-05-vicarious,sub-0066_ses-01_run-05-vicarious,398.76003527641296
sub-0066,ses-01,1,run-01-vicarious,sub-0066_ses-01_run-01-vicarious,398.755249977112
sub-0066,ses-01,3,run-03-cognitive,sub-0066_ses-01_run-03-cognitive,398.560693264008
sub-0066,ses-01,6,run-06-cognitive,sub-0066_ses-01_run-06-cognitive,398.3345053195951
sub-0066,ses-03,6,run-06-cognitive,sub-0066_ses-03_run-06-cognitive,399.021824836731
sub-0066,ses-03,3,run-03-vicarious,sub-0066_ses-03_run-03-vicarious,398.82378578186007
sub-0066,ses-03,1,run-01-cognitive,sub-0066_ses-03_run-01-cognitive,398.704164028168
sub-0066,ses-03,4,run-04-vicarious,sub-0066_ses-03_run-04-vicarious,398.828933477402
sub-0066,ses-04,1,run-01-pain,sub-0066_ses-04_run-01-pain,398.643286943436
sub-0066,ses-04,3,run-03-cognitive,sub-0066_ses-04_run-03-cognitive,399.11777806282
sub-0066,ses-04,2,run-02-vicarious,sub-0066_ses-04_run-02-vicarious,398.83965134620695
sub-0066,ses-04,4,run-04-cognitive,sub-0066_ses-04_run-04-cognitive,398.83683514595
sub-0066,ses-04,5,run-05-vicarious,sub-0066_ses-04_run-05-vicarious,399.230976581573
sub-0068,ses-01,4,run-04-pain,sub-0068_ses-01_run-04-pain,398.819630384445
sub-0068,ses-01,3,run-03-pain,sub-0068_ses-01_run-03-pain,399.330711841583
sub-0068,ses-01,5,run-05-cognitive,sub-0068_ses-01_run-05-cognitive,399.112769842148
sub-0068,ses-01,1,run-01-vicarious,sub-0068_ses-01_run-01-vicarious,399.326544761658
sub-0068,ses-01,2,run-02-cognitive,sub-0068_ses-01_run-02-cognitive,399.03137469291687
sub-0068,ses-01,6,run-06-vicarious,sub-0068_ses-01_run-06-vicarious,399.124107837677
sub-0069,ses-01,1,run-01-vicarious,sub-0069_ses-01_run-01-vicarious,398.8236470222471
sub-0069,ses-01,5,run-05-vicarious,sub-0069_ses-01_run-05-vicarious,398.850278139114
sub-0069,ses-01,3,run-03-cognitive,sub-0069_ses-01_run-03-cognitive,398.8414785861969
sub-0069,ses-01,6,run-06-cognitive,sub-0069_ses-01_run-06-cognitive,398.5299830436711
sub-0069,ses-01,2,run-02-pain,sub-0069_ses-01_run-02-pain,398.812726736069
sub-0069,ses-01,4,run-04-pain,sub-0069_ses-01_run-04-pain,398.117423295975
sub-0069,ses-03,2,run-02-vicarious,sub-0069_ses-03_run-02-vicarious,398.4561364650729
sub-0069,ses-03,3,run-03-cognitive,sub-0069_ses-03_run-03-cognitive,398.824340581894
sub-0069,ses-03,5,run-05-vicarious,sub-0069_ses-03_run-05-vicarious,398.649834394455
sub-0069,ses-03,4,run-04-cognitive,sub-0069_ses-03_run-04-cognitive,398.1304957866671
sub-0069,ses-04,2,run-02-cognitive,sub-0069_ses-04_run-02-cognitive,398.9759786129
sub-0069,ses-04,6,run-06-vicarious,sub-0069_ses-04_run-06-vicarious,398.651120185852
sub-0069,ses-04,3,run-03-vicarious,sub-0069_ses-04_run-03-vicarious,398.913816690445
sub-0069,ses-04,4,run-04-cognitive,sub-0069_ses-04_run-04-cognitive,398.838808774948
sub-0070,ses-01,5,run-05-cognitive,sub-0070_ses-01_run-05-cognitive,399.008448839188
sub-0070,ses-01,1,run-01-cognitive,sub-0070_ses-01_run-01-cognitive,399.113838672638
sub-0070,ses-01,4,run-04-vicarious,sub-0070_ses-01_run-04-vicarious,399.055409193039
sub-0070,ses-01,2,run-02-vicarious,sub-0070_ses-01_run-02-vicarious,399.01372814178495
sub-0070,ses-03,6,run-06-vicarious,sub-0070_ses-03_run-06-vicarious,398.834050416946
sub-0070,ses-03,2,run-02-cognitive,sub-0070_ses-03_run-02-cognitive,398.73544883728
sub-0070,ses-03,1,run-01-vicarious,sub-0070_ses-03_run-01-vicarious,398.8115923404689
sub-0070,ses-03,5,run-05-cognitive,sub-0070_ses-03_run-05-cognitive,399.261605501175
sub-0070,ses-04,6,run-06-cognitive,sub-0070_ses-04_run-06-cognitive,398.648413181305
sub-0070,ses-04,3,run-03-vicarious,sub-0070_ses-04_run-03-vicarious,398.853709697723
sub-0070,ses-04,1,run-01-cognitive,sub-0070_ses-04_run-01-cognitive,398.849403858185
sub-0070,ses-04,4,run-04-vicarious,sub-0070_ses-04_run-04-vicarious,398.840295553207
sub-0070,ses-04,5,run-05-pain,sub-0070_ses-04_run-05-pain,398.63204908371
sub-0070,ses-04,2,run-02-pain,sub-0070_ses-04_run-02-pain,398.529969215393
sub-0071,ses-01,1,run-01-cognitive,sub-0071_ses-01_run-01-cognitive,399.04086375236506
sub-0071,ses-01,4,run-04-vicarious,sub-0071_ses-01_run-04-vicarious,399.018064975739
sub-0071,ses-01,6,run-06-cognitive,sub-0071_ses-01_run-06-cognitive,399.329435110092
sub-0071,ses-01,3,run-03-vicarious,sub-0071_ses-01_run-03-vicarious,399.043085098267
sub-0073,ses-01,6,run-06-pain,sub-0073_ses-01_run-06-pain,398.269107580185
sub-0073,ses-01,2,run-02-vicarious,sub-0073_ses-01_run-02-vicarious,398.838851451874
sub-0073,ses-01,1,run-01-cognitive,sub-0073_ses-01_run-01-cognitive,398.536776304245
sub-0073,ses-01,4,run-04-vicarious,sub-0073_ses-01_run-04-vicarious,398.851167201996
sub-0073,ses-01,5,run-05-cognitive,sub-0073_ses-01_run-05-cognitive,398.822502851486
sub-0073,ses-01,3,run-03-pain,sub-0073_ses-01_run-03-pain,398.837041854858
sub-0073,ses-03,5,run-05-vicarious,sub-0073_ses-03_run-05-vicarious,398.62229347229
sub-0073,ses-03,4,run-04-cognitive,sub-0073_ses-03_run-04-cognitive,398.541925430298
sub-0073,ses-03,2,run-02-vicarious,sub-0073_ses-03_run-02-vicarious,398.446319580078
sub-0073,ses-03,3,run-03-cognitive,sub-0073_ses-03_run-03-cognitive,398.810069799423
sub-0073,ses-03,1,run-01-pain,sub-0073_ses-03_run-01-pain,399.0148251056671
sub-0073,ses-03,6,run-06-pain,sub-0073_ses-03_run-06-pain,398.81521487236
sub-0073,ses-04,1,run-01-cognitive,sub-0073_ses-04_run-01-cognitive,398.831135511398
sub-0073,ses-04,4,run-04-vicarious,sub-0073_ses-04_run-04-vicarious,399.089952468872
sub-0073,ses-04,6,run-06-cognitive,sub-0073_ses-04_run-06-cognitive,398.81848359108
sub-0073,ses-04,3,run-03-vicarious,sub-0073_ses-04_run-03-vicarious,398.63081240654
sub-0073,ses-04,2,run-02-pain,sub-0073_ses-04_run-02-pain,398.5329780578609
sub-0073,ses-04,5,run-05-pain,sub-0073_ses-04_run-05-pain,398.929863929749
sub-0074,ses-01,1,run-01-vicarious,sub-0074_ses-01_run-01-vicarious,398.809826135635
sub-0074,ses-01,3,run-03-pain,sub-0074_ses-01_run-03-pain,398.5199227333071
sub-0074,ses-01,4,run-04-pain,sub-0074_ses-01_run-04-pain,398.13371443748497
sub-0074,ses-01,5,run-05-cognitive,sub-0074_ses-01_run-05-cognitive,399.329674720764
sub-0074,ses-01,6,run-06-vicarious,sub-0074_ses-01_run-06-vicarious,399.03680729866
sub-0074,ses-01,2,run-02-cognitive,sub-0074_ses-01_run-02-cognitive,399.025753498077
sub-0074,ses-03,1,run-01-pain,sub-0074_ses-03_run-01-pain,398.83761596679705
sub-0074,ses-03,2,run-02-cognitive,sub-0074_ses-03_run-02-cognitive,398.90735125541687
sub-0074,ses-03,3,run-03-vicarious,sub-0074_ses-03_run-03-vicarious,398.51822495460505
sub-0074,ses-03,5,run-05-pain,sub-0074_ses-03_run-05-pain,398.814267873764
sub-0074,ses-03,6,run-06-vicarious,sub-0074_ses-03_run-06-vicarious,399.009551763535
sub-0074,ses-03,4,run-04-cognitive,sub-0074_ses-03_run-04-cognitive,398.835800170898
sub-0074,ses-04,2,run-02-pain,sub-0074_ses-04_run-02-pain,398.8129184246061
sub-0074,ses-04,4,run-04-pain,sub-0074_ses-04_run-04-pain,398.804306983948
sub-0074,ses-04,3,run-03-cognitive,sub-0074_ses-04_run-03-cognitive,398.8126475811
sub-0074,ses-04,1,run-01-vicarious,sub-0074_ses-04_run-01-vicarious,398.523524045944
sub-0075,ses-01,4,run-04-cognitive,sub-0075_ses-01_run-04-cognitive,398.51020860672
sub-0075,ses-01,2,run-02-cognitive,sub-0075_ses-01_run-02-cognitive,398.148468017578
sub-0075,ses-01,6,run-06-vicarious,sub-0075_ses-01_run-06-vicarious,399.3414478302
sub-0075,ses-01,3,run-03-vicarious,sub-0075_ses-01_run-03-vicarious,399.125422477722
sub-0075,ses-03,3,run-03-vicarious,sub-0075_ses-03_run-03-vicarious,398.143800497055
sub-0075,ses-03,6,run-06-cognitive,sub-0075_ses-03_run-06-cognitive,399.040855169296
sub-0075,ses-03,4,run-04-vicarious,sub-0075_ses-03_run-04-vicarious,398.1146190166471
sub-0075,ses-03,1,run-01-cognitive,sub-0075_ses-03_run-01-cognitive,398.7325127124791
sub-0075,ses-04,3,run-03-cognitive,sub-0075_ses-04_run-03-cognitive,398.62980413436895
sub-0075,ses-04,1,run-01-pain,sub-0075_ses-04_run-01-pain,398.455815076828
sub-0075,ses-04,6,run-06-pain,sub-0075_ses-04_run-06-pain,399.040735721588
sub-0075,ses-04,2,run-02-vicarious,sub-0075_ses-04_run-02-vicarious,398.463954210281
sub-0075,ses-04,4,run-04-cognitive,sub-0075_ses-04_run-04-cognitive,398.835137367249
sub-0075,ses-04,5,run-05-vicarious,sub-0075_ses-04_run-05-vicarious,398.8497176170349
sub-0076,ses-01,3,run-03-cognitive,sub-0076_ses-01_run-03-cognitive,399.045543432236
sub-0076,ses-01,6,run-06-cognitive,sub-0076_ses-01_run-06-cognitive,399.140976428986
sub-0076,ses-01,1,run-01-vicarious,sub-0076_ses-01_run-01-vicarious,399.052124977112
sub-0076,ses-01,5,run-05-vicarious,sub-0076_ses-01_run-05-vicarious,398.83491468429605
sub-0076,ses-03,5,run-05-cognitive,sub-0076_ses-03_run-05-cognitive,398.717902421951
sub-0076,ses-03,4,run-04-vicarious,sub-0076_ses-03_run-04-vicarious,399.020658493042
sub-0076,ses-03,1,run-01-cognitive,sub-0076_ses-03_run-01-cognitive,399.23609638214106
sub-0076,ses-03,2,run-02-vicarious,sub-0076_ses-03_run-02-vicarious,398.543762683868
sub-0076,ses-04,5,run-05-cognitive,sub-0076_ses-04_run-05-cognitive,398.624580860138
sub-0076,ses-04,1,run-01-vicarious,sub-0076_ses-04_run-01-vicarious,398.541502952576
sub-0076,ses-04,2,run-02-cognitive,sub-0076_ses-04_run-02-cognitive,398.816332817078
sub-0076,ses-04,6,run-06-vicarious,sub-0076_ses-04_run-06-vicarious,398.53036403656
sub-0076,ses-04,3,run-03-pain,sub-0076_ses-04_run-03-pain,398.813720703125
sub-0076,ses-04,4,run-04-pain,sub-0076_ses-04_run-04-pain,398.82633638382
sub-0077,ses-01,2,run-02-cognitive,sub-0077_ses-01_run-02-cognitive,399.017341136932
sub-0077,ses-01,6,run-06-vicarious,sub-0077_ses-01_run-06-vicarious,399.03312587738
sub-0077,ses-01,5,run-05-cognitive,sub-0077_ses-01_run-05-cognitive,399.139368057251
sub-0077,ses-01,1,run-01-vicarious,sub-0077_ses-01_run-01-vicarious,399.04101729393
sub-0078,ses-01,3,run-03-vicarious,sub-0078_ses-01_run-03-vicarious,398.7490177154541
sub-0078,ses-01,6,run-06-vicarious,sub-0078_ses-01_run-06-vicarious,398.7063851356511
sub-0078,ses-01,2,run-02-cognitive,sub-0078_ses-01_run-02-cognitive,398.128823041916
sub-0078,ses-01,4,run-04-cognitive,sub-0078_ses-01_run-04-cognitive,398.532069206238
sub-0078,ses-01,5,run-05-pain,sub-0078_ses-01_run-05-pain,399.1276166439061
sub-0078,ses-01,1,run-01-pain,sub-0078_ses-01_run-01-pain,398.739792346954
sub-0078,ses-03,6,run-06-pain,sub-0078_ses-03_run-06-pain,399.2268807888031
sub-0078,ses-03,5,run-05-cognitive,sub-0078_ses-03_run-05-cognitive,398.731681585312
sub-0078,ses-03,4,run-04-vicarious,sub-0078_ses-03_run-04-vicarious,398.804317712784
sub-0078,ses-03,1,run-01-cognitive,sub-0078_ses-03_run-01-cognitive,399.0468301773069
sub-0078,ses-03,2,run-02-vicarious,sub-0078_ses-03_run-02-vicarious,398.830235719681
sub-0078,ses-03,3,run-03-pain,sub-0078_ses-03_run-03-pain,398.82190990448
sub-0079,ses-01,2,run-02-cognitive,sub-0079_ses-01_run-02-cognitive,398.841192483902
sub-0079,ses-01,6,run-06-vicarious,sub-0079_ses-01_run-06-vicarious,398.828794956207
sub-0079,ses-01,5,run-05-cognitive,sub-0079_ses-01_run-05-cognitive,398.532786369324
sub-0079,ses-01,1,run-01-vicarious,sub-0079_ses-01_run-01-vicarious,398.946640014648
sub-0079,ses-03,4,run-04-pain,sub-0079_ses-03_run-04-pain,399.03856086731
sub-0079,ses-03,1,run-01-vicarious,sub-0079_ses-03_run-01-vicarious,398.65450835228
sub-0079,ses-03,5,run-05-vicarious,sub-0079_ses-03_run-05-vicarious,398.406053543091
sub-0079,ses-03,2,run-02-pain,sub-0079_ses-03_run-02-pain,398.8095939159391
sub-0079,ses-03,3,run-03-cognitive,sub-0079_ses-03_run-03-cognitive,398.14345407486
sub-0079,ses-03,6,run-06-cognitive,sub-0079_ses-03_run-06-cognitive,398.819349765778
sub-0080,ses-01,6,run-06-cognitive,sub-0080_ses-01_run-06-cognitive,398.13472843170194
sub-0080,ses-01,3,run-03-cognitive,sub-0080_ses-01_run-03-cognitive,398.518576860428
sub-0080,ses-01,1,run-01-vicarious,sub-0080_ses-01_run-01-vicarious,399.034469366074
sub-0080,ses-01,2,run-02-pain,sub-0080_ses-01_run-02-pain,398.708122014999
sub-0080,ses-01,4,run-04-pain,sub-0080_ses-01_run-04-pain,398.408009290695
sub-0080,ses-01,5,run-05-vicarious,sub-0080_ses-01_run-05-vicarious,399.041687726974
sub-0081,ses-01,2,run-02-vicarious,sub-0081_ses-01_run-02-vicarious,398.81809115409897
sub-0081,ses-01,3,run-03-cognitive,sub-0081_ses-01_run-03-cognitive,399.333848714828
sub-0081,ses-01,5,run-05-vicarious,sub-0081_ses-01_run-05-vicarious,399.030648708344
sub-0081,ses-01,4,run-04-cognitive,sub-0081_ses-01_run-04-cognitive,399.349339962006
sub-0081,ses-01,6,run-06-pain,sub-0081_ses-01_run-06-pain,398.105230569839
sub-0081,ses-01,1,run-01-pain,sub-0081_ses-01_run-01-pain,398.530692338943
sub-0083,ses-01,6,run-06-pain,sub-0083_ses-01_run-06-pain,398.83085227012606
sub-0083,ses-01,1,run-01-pain,sub-0083_ses-01_run-01-pain,398.13091063499496
sub-0083,ses-01,5,run-05-vicarious,sub-0083_ses-01_run-05-vicarious,398.836453676224
sub-0083,ses-01,4,run-04-cognitive,sub-0083_ses-01_run-04-cognitive,399.024061441422
sub-0083,ses-01,2,run-02-vicarious,sub-0083_ses-01_run-02-vicarious,398.85732245445297
sub-0083,ses-01,3,run-03-cognitive,sub-0083_ses-01_run-03-cognitive,399.127550125122
sub-0084,ses-01,2,run-02-pain,sub-0084_ses-01_run-02-pain,398.733200073242
sub-0084,ses-01,6,run-06-cognitive,sub-0084_ses-01_run-06-cognitive,398.126314878464
sub-0084,ses-01,3,run-03-cognitive,sub-0084_ses-01_run-03-cognitive,398.5331976413729
sub-0084,ses-01,4,run-04-pain,sub-0084_ses-01_run-04-pain,398.13318157196
sub-0084,ses-01,5,run-05-vicarious,sub-0084_ses-01_run-05-vicarious,399.04159283638
sub-0084,ses-01,1,run-01-vicarious,sub-0084_ses-01_run-01-vicarious,399.032807826996
sub-0085,ses-01,1,run-01-pain,sub-0085_ses-01_run-01-pain,398.8310601711271
sub-0085,ses-01,6,run-06-vicarious,sub-0085_ses-01_run-06-vicarious,399.31679511070297
sub-0085,ses-01,3,run-03-vicarious,sub-0085_ses-01_run-03-vicarious,399.13279557228105
sub-0085,ses-01,2,run-02-cognitive,sub-0085_ses-01_run-02-cognitive,398.52148270607
sub-0085,ses-01,4,run-04-cognitive,sub-0085_ses-01_run-04-cognitive,398.894234895706
sub-0085,ses-01,5,run-05-pain,sub-0085_ses-01_run-05-pain,399.334380865097
