,sub,ses,run,runtype,event,trial,cuetype,stimintensity
4532,83,3,4,pain,stimulus,5,low,low
4533,83,3,4,pain,stimulus,6,low,high
4534,83,3,4,pain,stimulus,7,low,low
4535,83,3,4,pain,stimulus,9,low,high
4536,83,4,5,pain,stimulus,,low,high
4537,83,4,5,pain,stimulus,2,low,low
4538,83,4,5,pain,stimulus,4,low,med
4539,83,4,5,pain,stimulus,6,low,low
4540,83,4,5,pain,stimulus,7,low,high
4541,83,4,5,pain,stimulus,11,low,med
4542,84,1,2,pain,stimulus,,low,med
4543,84,1,2,pain,stimulus,1,low,low
4544,84,1,2,pain,stimulus,2,low,high
4545,84,1,2,pain,stimulus,7,low,high
4546,84,1,2,pain,stimulus,9,low,med
4547,84,1,2,pain,stimulus,11,low,low
4548,84,1,4,pain,stimulus,1,low,low
4549,84,1,4,pain,stimulus,2,low,med
4550,84,1,4,pain,stimulus,3,low,high
4551,84,1,4,pain,stimulus,8,low,low
4552,84,1,4,pain,stimulus,9,low,med
4553,84,1,4,pain,stimulus,10,low,high
4554,84,4,1,pain,stimulus,,low,low
4555,84,4,1,pain,stimulus,1,low,med
4556,84,4,1,pain,stimulus,3,low,high
4557,84,4,1,pain,stimulus,5,low,high
4558,84,4,1,pain,stimulus,6,low,low
4559,84,4,1,pain,stimulus,11,low,med
4560,84,4,5,pain,stimulus,,low,high
4561,84,4,5,pain,stimulus,2,low,low
4562,84,4,5,pain,stimulus,3,low,low
4563,84,4,5,pain,stimulus,7,low,high
4564,84,4,5,pain,stimulus,8,low,med
4565,84,4,5,pain,stimulus,9,low,med
4566,85,1,1,pain,stimulus,2,low,med
4567,85,1,1,pain,stimulus,5,low,high
4568,85,1,1,pain,stimulus,8,low,high
4569,85,1,1,pain,stimulus,9,low,low
4570,85,1,1,pain,stimulus,10,low,low
4571,85,1,1,pain,stimulus,11,low,med
4572,85,1,5,pain,stimulus,1,low,med
4573,85,1,5,pain,stimulus,3,low,med
4574,85,1,5,pain,stimulus,5,low,low
4575,85,1,5,pain,stimulus,6,low,high
4576,85,1,5,pain,stimulus,9,low,high
4577,85,1,5,pain,stimulus,11,low,low
4578,86,1,2,pain,stimulus,,low,med
4579,86,1,2,pain,stimulus,1,low,low
4580,86,1,2,pain,stimulus,2,low,high
4581,86,1,2,pain,stimulus,7,low,high
4582,86,1,2,pain,stimulus,9,low,med
4583,86,1,2,pain,stimulus,11,low,low
4584,86,1,4,pain,stimulus,,low,med
4585,86,1,4,pain,stimulus,2,low,high
4586,86,1,4,pain,stimulus,4,low,med
4587,86,1,4,pain,stimulus,5,low,high
4588,86,1,4,pain,stimulus,7,low,low
4589,86,1,4,pain,stimulus,8,low,low
4590,86,3,2,pain,stimulus,,low,low
4591,86,3,2,pain,stimulus,1,low,med
4592,86,3,2,pain,stimulus,2,low,low
4593,86,3,2,pain,stimulus,3,low,high
4594,86,3,2,pain,stimulus,10,low,med
4595,86,3,2,pain,stimulus,11,low,high
4596,86,3,5,pain,stimulus,3,low,med
4597,86,3,5,pain,stimulus,5,low,high
4598,86,3,5,pain,stimulus,8,low,low
4599,86,3,5,pain,stimulus,9,low,high
4600,86,3,5,pain,stimulus,10,low,low
4601,86,3,5,pain,stimulus,11,low,med
4602,86,4,1,pain,stimulus,,low,high
4603,86,4,1,pain,stimulus,2,low,low
4604,86,4,1,pain,stimulus,3,low,low
4605,86,4,1,pain,stimulus,7,low,high
4606,86,4,1,pain,stimulus,8,low,med
4607,86,4,1,pain,stimulus,9,low,med
4608,86,4,6,pain,stimulus,1,low,high
4609,86,4,6,pain,stimulus,2,low,high
4610,86,4,6,pain,stimulus,4,low,low
4611,86,4,6,pain,stimulus,6,low,med
4612,86,4,6,pain,stimulus,9,low,med
4613,86,4,6,pain,stimulus,11,low,low
4614,87,3,3,pain,stimulus,2,low,high
4615,87,3,3,pain,stimulus,5,low,low
4616,87,3,3,pain,stimulus,6,low,med
4617,87,3,3,pain,stimulus,7,low,med
4618,87,3,3,pain,stimulus,9,low,low
4619,87,3,3,pain,stimulus,11,low,high
4620,87,3,6,pain,stimulus,,low,low
4621,87,3,6,pain,stimulus,4,low,med
4622,87,3,6,pain,stimulus,5,low,high
4623,87,3,6,pain,stimulus,6,low,med
4624,87,3,6,pain,stimulus,7,low,high
4625,87,3,6,pain,stimulus,11,low,low
4626,87,4,2,pain,stimulus,1,low,med
4627,87,4,2,pain,stimulus,3,low,high
4628,87,4,2,pain,stimulus,6,low,high
4629,87,4,2,pain,stimulus,8,low,low
4630,87,4,2,pain,stimulus,9,low,low
4631,87,4,2,pain,stimulus,11,low,med
4632,88,1,3,pain,stimulus,1,low,med
4633,88,1,3,pain,stimulus,3,low,med
4634,88,1,3,pain,stimulus,5,low,low
4635,88,1,3,pain,stimulus,6,low,high
4636,88,1,3,pain,stimulus,9,low,high
4637,88,1,3,pain,stimulus,11,low,low
4638,88,1,4,pain,stimulus,2,low,med
4639,88,1,4,pain,stimulus,5,low,high
4640,88,1,4,pain,stimulus,8,low,high
4641,88,1,4,pain,stimulus,9,low,low
4642,88,1,4,pain,stimulus,10,low,low
4643,88,1,4,pain,stimulus,11,low,med
4644,88,3,1,pain,stimulus,,low,med
4645,88,3,1,pain,stimulus,3,low,med
4646,88,3,1,pain,stimulus,5,low,high
4647,88,3,1,pain,stimulus,6,low,low
4648,88,3,1,pain,stimulus,8,low,high
4649,88,3,1,pain,stimulus,10,low,low
4650,88,3,6,pain,stimulus,2,low,high
4651,88,3,6,pain,stimulus,5,low,low
4652,88,3,6,pain,stimulus,6,low,med
4653,88,3,6,pain,stimulus,7,low,med
4654,88,3,6,pain,stimulus,9,low,low
4655,88,3,6,pain,stimulus,11,low,high
4656,88,4,2,pain,stimulus,1,low,high
4657,88,4,2,pain,stimulus,2,low,high
4658,88,4,2,pain,stimulus,4,low,low
4659,88,4,2,pain,stimulus,6,low,med
4660,88,4,2,pain,stimulus,9,low,med
4661,88,4,2,pain,stimulus,11,low,low
4662,88,4,5,pain,stimulus,1,low,low
4663,88,4,5,pain,stimulus,6,low,high
4664,88,4,5,pain,stimulus,7,low,med
4665,88,4,5,pain,stimulus,9,low,med
4666,88,4,5,pain,stimulus,10,low,low
4667,88,4,5,pain,stimulus,11,low,high
4668,89,1,2,pain,stimulus,3,low,low
4669,89,1,2,pain,stimulus,6,low,med
4670,89,1,2,pain,stimulus,7,low,high
4671,89,1,2,pain,stimulus,8,low,med
4672,89,1,2,pain,stimulus,9,low,low
4673,89,1,2,pain,stimulus,11,low,high
4674,89,3,1,pain,stimulus,1,low,low
4675,89,3,1,pain,stimulus,4,low,low
4676,89,3,1,pain,stimulus,5,low,high
4677,89,3,1,pain,stimulus,6,low,med
4678,89,3,1,pain,stimulus,7,low,med
4679,89,3,1,pain,stimulus,8,low,high
4680,89,3,6,pain,stimulus,1,low,med
4681,89,3,6,pain,stimulus,3,low,med
4682,89,3,6,pain,stimulus,5,low,low
4683,89,3,6,pain,stimulus,6,low,high
4684,89,3,6,pain,stimulus,7,low,low
4685,89,3,6,pain,stimulus,9,low,high
4686,89,4,1,pain,stimulus,,low,low
4687,89,4,1,pain,stimulus,1,low,med
4688,89,4,1,pain,stimulus,3,low,high
4689,89,4,1,pain,stimulus,5,low,high
4690,89,4,1,pain,stimulus,6,low,low
4691,89,4,1,pain,stimulus,11,low,med
4692,89,4,5,pain,stimulus,,low,high
4693,89,4,5,pain,stimulus,2,low,low
4694,89,4,5,pain,stimulus,4,low,med
4695,89,4,5,pain,stimulus,6,low,low
4696,89,4,5,pain,stimulus,7,low,high
4697,89,4,5,pain,stimulus,11,low,med
4698,90,1,3,pain,stimulus,,low,med
4699,90,1,3,pain,stimulus,1,low,low
4700,90,1,3,pain,stimulus,2,low,high
4701,90,1,3,pain,stimulus,7,low,high
4702,90,1,3,pain,stimulus,9,low,med
4703,90,1,3,pain,stimulus,11,low,low
4704,90,1,6,pain,stimulus,1,low,low
4705,90,1,6,pain,stimulus,2,low,med
4706,90,1,6,pain,stimulus,3,low,high
4707,90,1,6,pain,stimulus,8,low,low
4708,90,1,6,pain,stimulus,9,low,med
4709,90,1,6,pain,stimulus,10,low,high
4710,90,3,3,pain,stimulus,,low,med
4711,90,3,3,pain,stimulus,1,low,high
4712,90,3,3,pain,stimulus,5,low,high
4713,90,3,3,pain,stimulus,6,low,low
4714,90,3,3,pain,stimulus,9,low,med
4715,90,3,3,pain,stimulus,10,low,low
4716,90,3,4,pain,stimulus,1,low,med
4717,90,3,4,pain,stimulus,3,low,med
4718,90,3,4,pain,stimulus,5,low,low
4719,90,3,4,pain,stimulus,6,low,high
4720,90,3,4,pain,stimulus,7,low,low
4721,90,3,4,pain,stimulus,9,low,high
4722,90,4,2,pain,stimulus,,low,low
4723,90,4,2,pain,stimulus,1,low,med
4724,90,4,2,pain,stimulus,3,low,high
4725,90,4,2,pain,stimulus,5,low,high
4726,90,4,2,pain,stimulus,6,low,low
4727,90,4,2,pain,stimulus,11,low,med
4728,90,4,5,pain,stimulus,,low,high
4729,90,4,5,pain,stimulus,2,low,low
4730,90,4,5,pain,stimulus,3,low,low
4731,90,4,5,pain,stimulus,7,low,high
4732,90,4,5,pain,stimulus,8,low,med
4733,90,4,5,pain,stimulus,9,low,med
4734,91,1,2,pain,stimulus,,low,med
4735,91,1,2,pain,stimulus,1,low,low
4736,91,1,2,pain,stimulus,2,low,high
4737,91,1,2,pain,stimulus,7,low,high
4738,91,1,2,pain,stimulus,9,low,med
4739,91,1,2,pain,stimulus,11,low,low
4740,91,1,5,pain,stimulus,1,low,low
4741,91,1,5,pain,stimulus,2,low,med
4742,91,1,5,pain,stimulus,3,low,high
4743,91,1,5,pain,stimulus,8,low,low
4744,91,1,5,pain,stimulus,9,low,med
4745,91,1,5,pain,stimulus,10,low,high
4746,91,3,2,pain,stimulus,1,low,med
4747,91,3,2,pain,stimulus,3,low,med
4748,91,3,2,pain,stimulus,5,low,low
4749,91,3,2,pain,stimulus,6,low,high
4750,91,3,2,pain,stimulus,7,low,low
4751,91,3,2,pain,stimulus,9,low,high
4752,91,3,4,pain,stimulus,,low,med
4753,91,3,4,pain,stimulus,1,low,high
4754,91,3,4,pain,stimulus,5,low,high
4755,91,3,4,pain,stimulus,6,low,low
4756,91,3,4,pain,stimulus,9,low,med
4757,91,3,4,pain,stimulus,10,low,low
4758,91,4,1,pain,stimulus,,low,high
4759,91,4,1,pain,stimulus,2,low,low
4760,91,4,1,pain,stimulus,3,low,low
4761,91,4,1,pain,stimulus,7,low,high
4762,91,4,1,pain,stimulus,8,low,med
4763,91,4,1,pain,stimulus,9,low,med
4764,92,1,3,pain,stimulus,,low,med
4765,92,1,3,pain,stimulus,1,low,low
4766,92,1,3,pain,stimulus,2,low,high
4767,92,1,3,pain,stimulus,7,low,high
4768,92,1,3,pain,stimulus,9,low,med
4769,92,1,3,pain,stimulus,11,low,low
4770,92,1,6,pain,stimulus,,low,med
4771,92,1,6,pain,stimulus,2,low,high
4772,92,1,6,pain,stimulus,4,low,med
4773,92,1,6,pain,stimulus,5,low,high
4774,92,1,6,pain,stimulus,7,low,low
4775,92,1,6,pain,stimulus,8,low,low
4776,92,3,1,pain,stimulus,,low,low
4777,92,3,1,pain,stimulus,1,low,med
4778,92,3,1,pain,stimulus,2,low,low
4779,92,3,1,pain,stimulus,3,low,high
4780,92,3,1,pain,stimulus,10,low,med
4781,92,3,1,pain,stimulus,11,low,high
4782,92,3,5,pain,stimulus,3,low,med
4783,92,3,5,pain,stimulus,5,low,high
4784,92,3,5,pain,stimulus,8,low,low
4785,92,3,5,pain,stimulus,9,low,high
4786,92,3,5,pain,stimulus,10,low,low
4787,92,3,5,pain,stimulus,11,low,med
4788,92,4,3,pain,stimulus,,low,high
4789,92,4,3,pain,stimulus,2,low,low
4790,92,4,3,pain,stimulus,3,low,low
4791,92,4,3,pain,stimulus,7,low,high
4792,92,4,3,pain,stimulus,8,low,med
4793,92,4,3,pain,stimulus,9,low,med
4794,92,4,4,pain,stimulus,1,low,high
4795,92,4,4,pain,stimulus,2,low,high
4796,92,4,4,pain,stimulus,4,low,low
4797,92,4,4,pain,stimulus,6,low,med
4798,92,4,4,pain,stimulus,9,low,med
4799,92,4,4,pain,stimulus,11,low,low
4800,93,1,3,pain,stimulus,3,low,low
4801,93,1,3,pain,stimulus,6,low,med
4802,93,1,3,pain,stimulus,7,low,high
4803,93,1,3,pain,stimulus,8,low,med
4804,93,1,3,pain,stimulus,9,low,low
4805,93,1,3,pain,stimulus,11,low,high
4806,93,1,6,pain,stimulus,1,low,low
4807,93,1,6,pain,stimulus,2,low,med
4808,93,1,6,pain,stimulus,3,low,high
4809,93,1,6,pain,stimulus,8,low,low
4810,93,1,6,pain,stimulus,9,low,med
4811,93,1,6,pain,stimulus,10,low,high
4812,93,3,1,pain,stimulus,1,low,low
4813,93,3,1,pain,stimulus,4,low,low
4814,93,3,1,pain,stimulus,5,low,high
4815,93,3,1,pain,stimulus,6,low,med
4816,93,3,1,pain,stimulus,7,low,med
4817,93,3,1,pain,stimulus,8,low,high
4818,93,3,6,pain,stimulus,1,low,med
4819,93,3,6,pain,stimulus,3,low,med
4820,93,3,6,pain,stimulus,5,low,low
4821,93,3,6,pain,stimulus,6,low,high
4822,93,3,6,pain,stimulus,7,low,low
4823,93,3,6,pain,stimulus,9,low,high
4824,93,4,2,pain,stimulus,,low,low
4825,93,4,2,pain,stimulus,1,low,med
4826,93,4,2,pain,stimulus,3,low,high
4827,93,4,2,pain,stimulus,5,low,high
4828,93,4,2,pain,stimulus,6,low,low
4829,93,4,2,pain,stimulus,11,low,med
4830,93,4,5,pain,stimulus,,low,high
4831,93,4,5,pain,stimulus,2,low,low
4832,93,4,5,pain,stimulus,4,low,med
4833,93,4,5,pain,stimulus,6,low,low
4834,93,4,5,pain,stimulus,7,low,high
4835,93,4,5,pain,stimulus,11,low,med
4836,94,1,3,pain,stimulus,,low,low
4837,94,1,3,pain,stimulus,1,low,med
4838,94,1,3,pain,stimulus,3,low,high
4839,94,1,3,pain,stimulus,5,low,high
4840,94,1,3,pain,stimulus,6,low,low
4841,94,1,3,pain,stimulus,11,low,med
4842,94,1,4,pain,stimulus,1,low,low
4843,94,1,4,pain,stimulus,2,low,med
4844,94,1,4,pain,stimulus,3,low,high
4845,94,1,4,pain,stimulus,8,low,low
4846,94,1,4,pain,stimulus,9,low,med
4847,94,1,4,pain,stimulus,10,low,high
4848,94,3,1,pain,stimulus,2,low,high
4849,94,3,1,pain,stimulus,5,low,low
4850,94,3,1,pain,stimulus,6,low,med
4851,94,3,1,pain,stimulus,7,low,med
4852,94,3,1,pain,stimulus,9,low,low
4853,94,3,1,pain,stimulus,11,low,high
4854,94,3,5,pain,stimulus,,low,low
4855,94,3,5,pain,stimulus,4,low,med
4856,94,3,5,pain,stimulus,5,low,high
4857,94,3,5,pain,stimulus,6,low,med
4858,94,3,5,pain,stimulus,7,low,high
4859,94,3,5,pain,stimulus,11,low,low
4860,94,4,2,pain,stimulus,1,low,med
4861,94,4,2,pain,stimulus,3,low,high
4862,94,4,2,pain,stimulus,6,low,high
4863,94,4,2,pain,stimulus,8,low,low
4864,94,4,2,pain,stimulus,9,low,low
4865,94,4,2,pain,stimulus,11,low,med
4866,94,4,4,pain,stimulus,1,low,high
4867,94,4,4,pain,stimulus,3,low,med
4868,94,4,4,pain,stimulus,6,low,high
4869,94,4,4,pain,stimulus,8,low,low
4870,94,4,4,pain,stimulus,10,low,med
4871,94,4,4,pain,stimulus,11,low,low
4872,95,1,1,pain,stimulus,2,low,med
4873,95,1,1,pain,stimulus,5,low,high
4874,95,1,1,pain,stimulus,8,low,high
4875,95,1,1,pain,stimulus,9,low,low
4876,95,1,1,pain,stimulus,10,low,low
4877,95,1,1,pain,stimulus,11,low,med
4878,95,1,5,pain,stimulus,1,low,med
4879,95,1,5,pain,stimulus,3,low,med
4880,95,1,5,pain,stimulus,5,low,low
4881,95,1,5,pain,stimulus,6,low,high
4882,95,1,5,pain,stimulus,9,low,high
4883,95,1,5,pain,stimulus,11,low,low
4884,95,3,2,pain,stimulus,2,low,high
4885,95,3,2,pain,stimulus,5,low,low
4886,95,3,2,pain,stimulus,6,low,med
4887,95,3,2,pain,stimulus,7,low,med
4888,95,3,2,pain,stimulus,9,low,low
4889,95,3,2,pain,stimulus,11,low,high
4890,95,3,5,pain,stimulus,,low,med
4891,95,3,5,pain,stimulus,3,low,med
4892,95,3,5,pain,stimulus,5,low,high
4893,95,3,5,pain,stimulus,6,low,low
4894,95,3,5,pain,stimulus,8,low,high
4895,95,3,5,pain,stimulus,10,low,low
4896,95,4,1,pain,stimulus,1,low,low
4897,95,4,1,pain,stimulus,6,low,high
4898,95,4,1,pain,stimulus,7,low,med
4899,95,4,1,pain,stimulus,9,low,med
4900,95,4,1,pain,stimulus,10,low,low
4901,95,4,1,pain,stimulus,11,low,high
4902,95,4,6,pain,stimulus,1,low,high
4903,95,4,6,pain,stimulus,2,low,high
4904,95,4,6,pain,stimulus,4,low,low
4905,95,4,6,pain,stimulus,6,low,med
4906,95,4,6,pain,stimulus,9,low,med
4907,95,4,6,pain,stimulus,11,low,low
4908,97,1,3,pain,stimulus,1,low,low
4909,97,1,3,pain,stimulus,2,low,med
4910,97,1,3,pain,stimulus,3,low,high
4911,97,1,3,pain,stimulus,8,low,low
4912,97,1,3,pain,stimulus,9,low,med
4913,97,1,3,pain,stimulus,10,low,high
4914,97,1,4,pain,stimulus,,low,med
4915,97,1,4,pain,stimulus,1,low,low
4916,97,1,4,pain,stimulus,2,low,high
4917,97,1,4,pain,stimulus,7,low,high
4918,97,1,4,pain,stimulus,9,low,med
4919,97,1,4,pain,stimulus,11,low,low
4920,98,1,1,pain,stimulus,,low,med
4921,98,1,1,pain,stimulus,1,low,low
4922,98,1,1,pain,stimulus,2,low,high
4923,98,1,1,pain,stimulus,7,low,high
4924,98,1,1,pain,stimulus,9,low,med
4925,98,1,1,pain,stimulus,11,low,low
4926,98,1,5,pain,stimulus,,low,med
4927,98,1,5,pain,stimulus,2,low,high
4928,98,1,5,pain,stimulus,4,low,med
4929,98,1,5,pain,stimulus,5,low,high
4930,98,1,5,pain,stimulus,7,low,low
4931,98,1,5,pain,stimulus,8,low,low
4932,98,3,3,pain,stimulus,,low,low
4933,98,3,3,pain,stimulus,1,low,med
4934,98,3,3,pain,stimulus,2,low,low
4935,98,3,3,pain,stimulus,3,low,high
4936,98,3,3,pain,stimulus,10,low,med
4937,98,3,3,pain,stimulus,11,low,high
4938,98,3,6,pain,stimulus,3,low,med
4939,98,3,6,pain,stimulus,5,low,high
4940,98,3,6,pain,stimulus,8,low,low
4941,98,3,6,pain,stimulus,9,low,high
4942,98,3,6,pain,stimulus,10,low,low
4943,98,3,6,pain,stimulus,11,low,med
4944,98,4,2,pain,stimulus,1,low,high
4945,98,4,2,pain,stimulus,2,low,high
4946,98,4,2,pain,stimulus,4,low,low
4947,98,4,2,pain,stimulus,6,low,med
4948,98,4,2,pain,stimulus,9,low,med
4949,98,4,2,pain,stimulus,11,low,low
4950,98,4,4,pain,stimulus,,low,high
4951,98,4,4,pain,stimulus,2,low,low
4952,98,4,4,pain,stimulus,3,low,low
4953,98,4,4,pain,stimulus,7,low,high
4954,98,4,4,pain,stimulus,8,low,med
4955,98,4,4,pain,stimulus,9,low,med
4956,99,1,3,pain,stimulus,1,low,low
4957,99,1,3,pain,stimulus,2,low,med
4958,99,1,3,pain,stimulus,3,low,high
4959,99,1,3,pain,stimulus,8,low,low
4960,99,1,3,pain,stimulus,9,low,med
4961,99,1,3,pain,stimulus,10,low,high
4962,99,1,4,pain,stimulus,3,low,low
4963,99,1,4,pain,stimulus,6,low,med
4964,99,1,4,pain,stimulus,7,low,high
4965,99,1,4,pain,stimulus,8,low,med
4966,99,1,4,pain,stimulus,9,low,low
4967,99,1,4,pain,stimulus,11,low,high
4968,99,3,2,pain,stimulus,1,low,med
4969,99,3,2,pain,stimulus,3,low,med
4970,99,3,2,pain,stimulus,5,low,low
4971,99,3,2,pain,stimulus,6,low,high
4972,99,3,2,pain,stimulus,7,low,low
4973,99,3,2,pain,stimulus,9,low,high
4974,99,3,4,pain,stimulus,1,low,low
4975,99,3,4,pain,stimulus,4,low,low
4976,99,3,4,pain,stimulus,5,low,high
4977,99,3,4,pain,stimulus,6,low,med
4978,99,3,4,pain,stimulus,7,low,med
4979,99,3,4,pain,stimulus,8,low,high
4980,99,4,2,pain,stimulus,,low,low
4981,99,4,2,pain,stimulus,1,low,med
4982,99,4,2,pain,stimulus,3,low,high
4983,99,4,2,pain,stimulus,5,low,high
4984,99,4,2,pain,stimulus,6,low,low
4985,99,4,2,pain,stimulus,11,low,med
4986,99,4,5,pain,stimulus,,low,high
4987,99,4,5,pain,stimulus,2,low,low
4988,99,4,5,pain,stimulus,4,low,med
4989,99,4,5,pain,stimulus,6,low,low
4990,99,4,5,pain,stimulus,7,low,high
4991,99,4,5,pain,stimulus,11,low,med
4992,100,1,1,pain,stimulus,2,low,med
4993,100,1,1,pain,stimulus,5,low,high
4994,100,1,1,pain,stimulus,8,low,high
4995,100,1,1,pain,stimulus,9,low,low
4996,100,1,1,pain,stimulus,10,low,low
4997,100,1,1,pain,stimulus,11,low,med
4998,100,1,5,pain,stimulus,1,low,med
4999,100,1,5,pain,stimulus,3,low,med
5000,100,1,5,pain,stimulus,5,low,low
5001,100,1,5,pain,stimulus,6,low,high
5002,100,1,5,pain,stimulus,9,low,high
5003,100,1,5,pain,stimulus,11,low,low
5004,100,3,3,pain,stimulus,,low,med
5005,100,3,3,pain,stimulus,3,low,med
5006,100,3,3,pain,stimulus,5,low,high
5007,100,3,3,pain,stimulus,6,low,low
5008,100,3,3,pain,stimulus,8,low,high
5009,100,3,3,pain,stimulus,10,low,low
5010,100,3,4,pain,stimulus,2,low,high
5011,100,3,4,pain,stimulus,5,low,low
5012,100,3,4,pain,stimulus,6,low,med
5013,100,3,4,pain,stimulus,7,low,med
5014,100,3,4,pain,stimulus,9,low,low
5015,100,3,4,pain,stimulus,11,low,high
5016,100,4,3,pain,stimulus,1,low,high
5017,100,4,3,pain,stimulus,2,low,high
5018,100,4,3,pain,stimulus,4,low,low
5019,100,4,3,pain,stimulus,6,low,med
5020,100,4,3,pain,stimulus,9,low,med
5021,100,4,3,pain,stimulus,11,low,low
5022,100,4,6,pain,stimulus,1,low,low
5023,100,4,6,pain,stimulus,6,low,high
5024,100,4,6,pain,stimulus,7,low,med
5025,100,4,6,pain,stimulus,9,low,med
5026,100,4,6,pain,stimulus,10,low,low
5027,100,4,6,pain,stimulus,11,low,high
5028,101,1,1,pain,stimulus,,low,low
5029,101,1,1,pain,stimulus,1,low,med
5030,101,1,1,pain,stimulus,3,low,high
5031,101,1,1,pain,stimulus,5,low,high
5032,101,1,1,pain,stimulus,6,low,low
5033,101,1,1,pain,stimulus,11,low,med
5034,101,1,6,pain,stimulus,1,low,low
5035,101,1,6,pain,stimulus,2,low,med
5036,101,1,6,pain,stimulus,3,low,high
5037,101,1,6,pain,stimulus,8,low,low
5038,101,1,6,pain,stimulus,9,low,med
5039,101,1,6,pain,stimulus,10,low,high
5040,101,3,2,pain,stimulus,2,low,high
5041,101,3,2,pain,stimulus,5,low,low
5042,101,3,2,pain,stimulus,6,low,med
5043,101,3,2,pain,stimulus,7,low,med
5044,101,3,2,pain,stimulus,9,low,low
5045,101,3,2,pain,stimulus,11,low,high
5046,101,3,5,pain,stimulus,,low,low
5047,101,3,5,pain,stimulus,4,low,med
5048,101,3,5,pain,stimulus,5,low,high
5049,101,3,5,pain,stimulus,6,low,med
5050,101,3,5,pain,stimulus,7,low,high
5051,101,3,5,pain,stimulus,11,low,low
5052,101,4,3,pain,stimulus,1,low,med
5053,101,4,3,pain,stimulus,3,low,high
5054,101,4,3,pain,stimulus,6,low,high
5055,101,4,3,pain,stimulus,8,low,low
5056,101,4,3,pain,stimulus,9,low,low
5057,101,4,3,pain,stimulus,11,low,med
5058,101,4,6,pain,stimulus,1,low,high
5059,101,4,6,pain,stimulus,3,low,med
5060,101,4,6,pain,stimulus,6,low,high
5061,101,4,6,pain,stimulus,8,low,low
5062,101,4,6,pain,stimulus,10,low,med
5063,101,4,6,pain,stimulus,11,low,low
5064,102,1,1,pain,stimulus,,low,med
5065,102,1,1,pain,stimulus,1,low,low
5066,102,1,1,pain,stimulus,2,low,high
5067,102,1,1,pain,stimulus,7,low,high
5068,102,1,1,pain,stimulus,9,low,med
5069,102,1,1,pain,stimulus,11,low,low
5070,102,1,5,pain,stimulus,,low,med
5071,102,1,5,pain,stimulus,2,low,high
5072,102,1,5,pain,stimulus,4,low,med
5073,102,1,5,pain,stimulus,5,low,high
5074,102,1,5,pain,stimulus,7,low,low
5075,102,1,5,pain,stimulus,8,low,low
5076,102,3,2,pain,stimulus,,low,low
5077,102,3,2,pain,stimulus,1,low,med
5078,102,3,2,pain,stimulus,2,low,low
5079,102,3,2,pain,stimulus,3,low,high
5080,102,3,2,pain,stimulus,10,low,med
5081,102,3,2,pain,stimulus,11,low,high
5082,102,3,4,pain,stimulus,3,low,med
5083,102,3,4,pain,stimulus,5,low,high
5084,102,3,4,pain,stimulus,8,low,low
5085,102,3,4,pain,stimulus,9,low,high
5086,102,3,4,pain,stimulus,10,low,low
5087,102,3,4,pain,stimulus,11,low,med
5088,102,4,3,pain,stimulus,,low,high
5089,102,4,3,pain,stimulus,2,low,low
5090,102,4,3,pain,stimulus,3,low,low
5091,102,4,3,pain,stimulus,7,low,high
5092,102,4,3,pain,stimulus,8,low,med
5093,102,4,3,pain,stimulus,9,low,med
5094,102,4,4,pain,stimulus,1,low,high
5095,102,4,4,pain,stimulus,2,low,high
5096,102,4,4,pain,stimulus,4,low,low
5097,102,4,4,pain,stimulus,6,low,med
5098,102,4,4,pain,stimulus,9,low,med
5099,102,4,4,pain,stimulus,11,low,low
5100,103,1,1,pain,stimulus,1,low,low
5101,103,1,1,pain,stimulus,2,low,med
5102,103,1,1,pain,stimulus,3,low,high
5103,103,1,1,pain,stimulus,8,low,low
5104,103,1,1,pain,stimulus,9,low,med
5105,103,1,1,pain,stimulus,10,low,high
5106,103,3,3,pain,stimulus,1,low,low
5107,103,3,3,pain,stimulus,4,low,low
5108,103,3,3,pain,stimulus,5,low,high
5109,103,3,3,pain,stimulus,6,low,med
5110,103,3,3,pain,stimulus,7,low,med
5111,103,3,3,pain,stimulus,8,low,high
5112,103,3,4,pain,stimulus,1,low,med
5113,103,3,4,pain,stimulus,3,low,med
5114,103,3,4,pain,stimulus,5,low,low
5115,103,3,4,pain,stimulus,6,low,high
5116,103,3,4,pain,stimulus,7,low,low
5117,103,3,4,pain,stimulus,9,low,high
5118,103,4,2,pain,stimulus,,low,low
5119,103,4,2,pain,stimulus,1,low,med
5120,103,4,2,pain,stimulus,3,low,high
5121,103,4,2,pain,stimulus,5,low,high
5122,103,4,2,pain,stimulus,6,low,low
5123,103,4,2,pain,stimulus,11,low,med
5124,103,4,5,pain,stimulus,,low,high
5125,103,4,5,pain,stimulus,2,low,low
5126,103,4,5,pain,stimulus,4,low,med
5127,103,4,5,pain,stimulus,6,low,low
5128,103,4,5,pain,stimulus,7,low,high
5129,103,4,5,pain,stimulus,11,low,med
5130,104,1,2,pain,stimulus,,low,med
5131,104,1,2,pain,stimulus,1,low,low
5132,104,1,2,pain,stimulus,2,low,high
5133,104,1,2,pain,stimulus,7,low,high
5134,104,1,2,pain,stimulus,9,low,med
5135,104,1,2,pain,stimulus,11,low,low
5136,104,1,4,pain,stimulus,1,low,low
5137,104,1,4,pain,stimulus,2,low,med
5138,104,1,4,pain,stimulus,3,low,high
5139,104,1,4,pain,stimulus,8,low,low
5140,104,1,4,pain,stimulus,9,low,med
