mean_ExpL_Subj_N1,mean_ExpL_Subj_N2,mean_ExpL_Subj_N3,mean_ExpH_Subj_N1,mean_ExpH_Subj_N2,mean_ExpH_Subj_N3
48.6707835819144,48.5896925131232,48.6664453978929,49.3434094635598,49.3213278838228,49.3166537345648
48.4424616679061,48.4561462319301,48.4491184810371,49.6482092220581,49.6354500548878,49.6802764302753
48.1524141533375,48.1372487937592,48.1330456428187,49.8565841857619,49.865079534748,49.8570936965078
48.8857736810958,48.8355680825154,48.7750056909801,49.2039643800734,49.3258071343392,49.378887866575
48,48,48,50,50,50
48.7120545503506,48.8871710611035,48.7926645616909,49.0721356939427,48.9039294250695,48.9241845966666
48.8060863849629,48.8062293316883,48.863586823942,49.0322657288181,49.0019297999256,48.9778250026461
48.703354063752,48.6683543168015,48.6649676716567,49.2974065031047,49.3252402916522,49.2602582267646
48.1063459367689,48.1007298696654,48.1072362416715,49.9054575294024,49.9055060705235,49.9025255308301
48.2834072103737,48.2893005020113,48.2978631283421,49.6927756236564,49.6758694189155,49.6734512191677
48.8505164341273,48.690611730513,48.8109741646756,49.4628962859952,49.5744793072043,49.4415254828345
49.0678994870801,48.934289208414,49.0504203977498,49.002983481194,49.1025023160585,48.9817723231315
48.5180371128289,48.6024540779263,48.5175003700639,49.1812358023359,49.036477356595,49.114479353194
48.2719138054359,48.2586326447429,48.2554685491248,49.8690439162367,49.8540240026788,49.8586957524659
48.6979411056081,48.6980249341188,48.561195566203,49.3199713086389,49.2527188770962,49.3778784194206
48.4983525166615,48.4577647321488,48.4310751950619,49.5628887318967,49.5560650995982,49.569884170735
48.8504925314944,48.8005894778247,48.8400089559797,49.4195526820173,49.4930959433271,49.4152415398272
48.303667130549,48.3041968441389,48.2627687269165,49.7490979243845,49.7542338965584,49.7783892913989
48.6055016279788,48.6378035888955,48.5368791197967,49.2049036474805,49.1496881675166,49.2384470410309
48.3154783073151,48.3162584351358,48.2956506638611,49.768448225777,49.7275419351272,49.7892356891821
48.1956533910492,48.1944108600656,48.1811624020579,49.7952274752234,49.7899937891211,49.8033800080199
48.4015534237127,48.3883285988517,48.4490157187582,49.6627707186172,49.6627717231379,49.6030337535038
48.6838427180657,48.7806986348439,48.7084262468793,49.6912026183679,49.6266063434732,49.6284246745873
48.8422087359184,48.7640329521431,48.7723352224216,49.0023605774082,49.1224417928324,49.0539041213406
48.3499243225868,48.3117649452989,48.4780107406578,49.4975821502413,49.5354732343102,49.4396947296197
48.8085819063134,48.756473821009,48.7166582995226,49.3150781092379,49.3155780537185,49.3213779355338
48.4665214383995,48.5264997576345,48.5504266395588,49.3435160227659,49.3220786977085,49.2627019968288
48.1518173394982,48.1275452031242,48.1272703443411,49.8055133682615,49.8330114145113,49.8256025986244
48.4102646294851,48.4020200049813,48.4050935815658,49.5342779646761,49.4950697014025,49.5177023819099
48.6660740027234,48.6356363083101,48.6155207909739,49.1819631063579,49.2611083809026,49.209210420575
48.2140249977501,48.2432802434814,48.2333146593364,49.8347063128632,49.8110365174018,49.811644224231
48.5626394944625,48.5010265923806,48.4792836128448,49.5215392003375,49.5392596773467,49.5314771220453
48.7699387460859,48.7748786517955,48.7356297524118,49.1484239127739,49.157430609656,49.1519717852031
48.871748349789,48.9773045084615,48.9188175418229,49.1956608852276,49.0730993555847,49.102109705828
48.6997659434923,48.7466668674352,48.8206731113177,49.2239709609289,49.1469007218599,49.0610896638907
48.4412145847023,48.4572132274878,48.3889741519781,49.5405926760484,49.63310736824,49.599587574049
48.3384499074135,48.3635971248535,48.277500745941,49.5069587507298,49.5020709865709,49.539762691172
48.5214367275877,48.6504736290888,48.5919069725881,49.5549849003837,49.4686754097488,49.4700054496698
48.5726544293785,48.5338870059539,48.6164081726056,49.3766468311349,49.3636712860343,49.3610908889136
48.4474414018338,48.4770543462101,48.4682247630308,49.544329571672,49.5579599599279,49.5306679756102
48.3472827285645,48.4319414397941,48.441210475569,49.5274530090489,49.5219524395854,49.4913356331582
48.0879032722237,48.102825453494,48.0987467781858,49.9057960484563,49.8889285571729,49.9031566913904
48.2645850693997,48.1965498491644,48.2311126102279,49.8046253957979,49.8411754013611,49.8149267744016
48.8826808389426,48.7519343166322,48.6999836850395,49.0947877507871,49.3067574568941,49.2536657944498
48.3863127517082,48.414279867094,48.3934768314525,49.6581606767957,49.566871800931,49.6014784879699
48.0757575887812,48.0694835352153,48.0727060588573,49.9443430432691,49.9465952230357,49.9384050617098
48.2177647659153,48.1852739902933,48.204175768716,49.8149584209142,49.837833051931,49.8041590021268
48.3766209584977,48.324351883769,48.3452057466259,49.7924407302187,49.8284690758695,49.8140382368383
48.688269656322,48.6570740687731,48.799811706132,49.4111304739254,49.3431645084562,49.3004218284497
48.5400377946512,48.6588058311291,48.4598157366821,49.4847620142641,49.4211989576285,49.5296379084614
48.4655060604031,48.386058330539,48.4546623711188,49.4711987362827,49.5429715432698,49.4508575334349
48,48,48,50,50,50
48.7971290752894,48.7273597858616,48.7695008037373,49.3653992480631,49.3657462922957,49.3167388396935
48.5008680613367,48.4714451724494,48.3637023630414,49.5362185612361,49.5827216549849,49.6534164890692
48.3055642707449,48.3124546710966,48.2866194887292,49.5747015267025,49.5820624321851,49.5643801576972
48.1451749114586,48.1349512696641,48.1386024617096,49.8374518264397,49.8331462858904,49.832701443758
48.8447561776647,48.7806852819749,48.8858941099335,49.3018514364419,49.3486482222823,49.2253497927899
48.7092246412904,48.5809148000026,48.676910739722,49.3261250295732,49.4505748096675,49.3632692382819
48.4503980728997,48.4848642537109,48.455115097333,49.4971051303244,49.4597767160523,49.4698595890076
48,48,48,50,50,50
48,48,48,50,50,50
48.1044542286409,48.0975449211933,48.1039769415498,49.9311189601597,49.9372008801388,49.9329325596536
48,48,48,50,50,50
48.854704265924,48.8430566118852,48.8001755281609,49.2528434695543,49.1848995137917,49.2392799337097
48.4048817459709,48.4057832366215,48.4102078183655,49.4391729701439,49.4102849397924,49.3777754867541
48.5593978459993,48.6367233667794,48.5739199288919,49.3535644062235,49.3077581048834,49.3095437236606
48.3668754429456,48.3305267371662,48.3583307868689,49.6498086851232,49.6710705465355,49.6394976865966
48.1915009531941,48.1918854580943,48.1696727898105,49.8522628030461,49.8412799254915,49.8503819026641
48.6882283193547,48.7325271716868,48.7542382803153,49.2443530777457,49.1468732081725,49.1370591876868
48.6628946625531,48.6297960607212,48.6534636491994,49.3596119197285,49.2999230524819,49.3476291834096
48.5820847498905,48.5422864220339,48.4569050889357,49.414725020619,49.4828560466097,49.5382655057907
48.3836246056887,48.3533404565945,48.3640453143729,49.4693592661657,49.4611859742973,49.4471655865352
48.7599766340142,48.8148075087619,48.6948683850125,49.1670573953269,49.0564832971767,49.1946783014336
48.5527077869208,48.4929062259331,48.5245383295102,49.4836552650189,49.444407164762,49.4316709621821
48.9612981495033,49.0461284244302,48.948703161677,49.3332337816926,49.1986990539053,49.2552307185325
48.107132372791,48.0980343240146,48.0933943112853,49.8651838803689,49.8754560639901,49.8639463407398
48.3998770127587,48.4250126928846,48.3725763435523,49.5331037227497,49.4874593291118,49.5227278003841
48,48,48,50,50,50
48.0980071327378,48.0818609108037,48.0784585518384,49.8802282570969,49.905667782746,49.9027062185441
48.5064772419187,48.469882546189,48.4766318482476,49.4514659378918,49.4497435621142,49.4445789653247
48.2428529634156,48.221494996574,48.2106511873862,49.8034660090218,49.8146750981276,49.8277832081217
48.056636301329,48.0503253797703,48.0511407109933,49.888868428454,49.890043937652,49.8872638777748
48.4484952097844,48.4536160149855,48.3660603858636,49.3160853438027,49.2704910350118,49.3799160270759
48.6337134784188,48.683241940042,48.6448961338208,49.4117136257143,49.3979801601545,49.3467245504052
48.5795590287005,48.5541912235408,48.552038438155,49.4747583498991,49.4741606570654,49.4308762717941
48.372974449427,48.2987981717665,48.3282578185719,49.6072868936622,49.6375047715013,49.5990224737128
48.6821392813427,48.6158473508412,48.6407720658224,49.4505057154639,49.4655917304365,49.3958535894881
48.4342769446371,48.3990172366643,48.4010494523418,49.5489112450574,49.5906229787156,49.5329088988577
48.6459047069344,48.6730020910994,48.535210620599,49.2792569698024,49.2706696087138,49.3741834851283
48.4591953996703,48.4482799837853,48.4517797589714,49.7103867515837,49.6861330689292,49.681528149145
48.760178724471,48.7353502357881,48.6928113713414,49.4200776907976,49.3883598711508,49.4185044573297
48.2575488886491,48.2458886167286,48.24013535183,49.7806961968832,49.7734728358163,49.7796972011621
48.8119016400309,48.8961050875769,48.8325939636009,49.256183339902,49.2240759032584,49.2013896402771
48,48,48,50,50,50
48.4328992629512,48.5373371413992,48.5664101335879,49.5077561548762,49.4445559091691,49.4227725626355
48,48,48,50,50,50
48.2428963001489,48.2663865979758,48.233541248592,49.7778538043459,49.7864030897421,49.7860749722485
48.3963187646039,48.380888805455,48.3653613569426,49.5891959979323,49.6005386823354,49.6071898756135
48.5353580421611,48.5515859969246,48.5881780333585,49.5081584283433,49.4845577172112,49.4230089632955
48.3743391082441,48.3971135684858,48.3737918517035,49.5546241082933,49.5498271159357,49.5131376872392
48.8141938438499,48.9947004207686,48.8475694516962,49.624547262968,49.4654763252215,49.5852666989423
48.5712495328957,48.5316522255334,48.49850210339,49.2314472852748,49.2277953131493,49.2400959397984
48.5754546792592,48.6378325210497,48.5715468763408,49.6070401626953,49.5707519752115,49.5832245539471
48.2712252498613,48.2486896431624,48.2356132756551,49.829919935925,49.8411016280865,49.838145809049
48.780801367516,48.7052464511959,48.7814122911918,49.1095671070777,49.2916239843244,49.092743344608
48.77296541851,48.6299631153002,48.8615900123973,49.124290675334,49.168181176261,49.0293944876871
48.723393137112,48.6857758291662,48.7666712254946,49.4407975837712,49.456257142821,49.37979204862
48.10297153144,48.1123783303813,48.1168369908111,49.8820344320527,49.8671458927565,49.8647592603232
48.5781210692699,48.6023687031302,48.5410967121044,49.4047089234397,49.3548097275815,49.3792471865044
48.7737613013857,48.7032732822341,48.6910744193946,49.3602182416957,49.4148367603885,49.3815165310558
48.0864968516475,48.0693094367585,48.0836667874346,49.9178440168871,49.9249296562268,49.9050449207283
48.822120400569,48.8839381011294,48.7868914528927,49.2276873401016,49.1886841831792,49.1962565025629
48.3868092436203,48.4480210112483,48.3973287430278,49.6243912545985,49.5834853293657,49.5705967251826
48.6071276261678,48.5509946378353,48.5568364173119,49.3211500378437,49.4090685968158,49.3605560821358
48.3317896024685,48.3867391574306,48.330031536889,49.7020066956828,49.6387911817161,49.7026801653639
48.6828315223406,48.6395914122458,48.6159647947058,49.4798035908001,49.5511563293631,49.5703727788979
48.1301630557431,48.114777181268,48.107223567637,49.7992658920713,49.837713731509,49.8394457041833
48.355656697061,48.3086893507585,48.3236754052273,49.5436629556505,49.5860152515683,49.547327230311
48.7416125283823,48.853565996303,48.8398772237854,49.338633689604,49.187441409442,49.1781500176209
48.6746335611735,48.5660549591236,48.6330821509873,49.2754695545947,49.3530229380551,49.2164791117502
48.3914445813025,48.3959271953972,48.4891030667387,49.3636619149652,49.3623458194583,49.2597810185324
48.5889494293034,48.5567350146635,48.5571952435352,49.3748280498475,49.3274730871037,49.3167985716999
48.7213557698162,48.6990126059896,48.6410565944982,49.4044902578915,49.4102961801943,49.4330128700723
48.1763874464823,48.1838780617539,48.1504022953423,49.9000069650207,49.9047026908256,49.9101372467478
48.7532053525572,48.7054614838094,48.7328665766927,49.2502970533842,49.2810492813265,49.229120452588
48.4572444203098,48.4270278267746,48.3868966890843,49.6352453847782,49.6454473207789,49.6631067360088
48,48,48,50,50,50
48.8414139359223,48.8813695925573,48.76444096025,49.0465930601164,48.9954487405621,49.0942635529935
48.5184840066411,48.5661668505652,48.502478068252,49.3921657109113,49.4074140503441,49.4432790094896
48.7252315607648,48.7833847873893,48.6829635117171,49.2028924668913,49.1547173799541,49.2002570973592
48.4312029414342,48.45999143645,48.4406485050957,49.4396883287384,49.4233883104598,49.395183746491
48.4594070432905,48.4685232164544,48.4817885243182,49.3691824595348,49.3521752398733,49.2880866129748
48.5395104937742,48.6387700420471,48.5344853757582,49.6664812608484,49.6039976752584,49.6262070472939
48.5140110725887,48.5425176801418,48.6107140301723,49.2463656482516,49.1805261354902,49.1002470009357
48.5388328269717,48.6342164456304,48.5757571790346,49.3039941460216,49.2427579098712,49.2300092502418
48.546862485285,48.5370422795269,48.4412465928785,49.5011655763794,49.554233994076,49.5849068774172
48.244989365789,48.233659283064,48.2735583740953,49.8137190546474,49.7910898887145,49.7491925469324
48.6706122177831,48.6495090946756,48.6045644122047,49.477525339046,49.4077926978419,49.48399743995
48.451822304206,48.4628471056132,48.5067583613003,49.5334107525917,49.5068006410645,49.4831322982171
48.6837550246007,48.6150906586383,48.7231516961522,49.2359622151756,49.252042997162,49.1256611555633
48.9105091034927,48.9916121506654,48.9329698835331,49.1747093109028,49.1017617693735,49.1030861171603
48.5713488762825,48.6505119837169,48.5983796976931,49.3181324449321,49.3049403877002,49.2576925389619
48.6942266150654,48.6137512599374,48.6366265801238,49.3356895179798,49.3832605665436,49.3495424811463
48.8188366187996,48.8447597759837,48.7288544809421,49.2668528878496,49.2803989877499,49.3595809148709
48.9212593339142,49.0013229200329,48.8793169980824,49.0071165316512,48.9186634541526,49.0831646567207
48.7187116436855,48.7708887299629,48.7634426267548,49.4671561183279,49.3844797737116,49.4002983053961
48.1760722399104,48.1725690874482,48.1667750077881,49.8650896743758,49.8718870089831,49.862263290258
48.1061331369004,48.1016448851611,48.0976450859251,49.9231239114231,49.9230195313349,49.9220954390664
48.1151935178147,48.1038216799094,48.0895223092772,49.942064474988,49.9479745400728,49.9562596256469
48.1835681561487,48.1609949655574,48.1558988900284,49.8481849776756,49.8734952301475,49.8668789277651
48.43019559738,48.3715748281565,48.4394155933694,49.6455606202368,49.6722049021367,49.6048119568308
48.2213162200121,48.2120238179159,48.2372233886845,49.7232554323091,49.7033970421468,49.6850696908784
48.5300916186944,48.4469814648973,48.5237893911389,49.6040361039831,49.6206285900555,49.5597638226204
48.2166776290457,48.1985684257893,48.2318297277205,49.8201564196824,49.8432042291588,49.8058986114488
48.3542481321658,48.3389308469228,48.3418103671896,49.4809699523562,49.4795347927232,49.4539254501469
48.9757112182835,48.8891860948328,49.0326246045426,49.0545494868263,49.0817366336729,48.90433660447
48.0767135904398,48.0866207139099,48.086020991666,49.93859779842,49.922503371397,49.9277823773517
48.6912166139697,48.6696322193448,48.6196755122941,49.160305501775,49.3455758898668,49.2632041570023
48.4552922741476,48.4969114830038,48.5548953162634,49.3063270050238,49.3032155064084,49.345056478461
48.4740016975266,48.5786281179162,48.4667619801539,49.5060947634193,49.4775902747681,49.4816342185893
48,48,48,50,50,50
48.5905276049761,48.6009811349298,48.6249805841439,49.5440132139212,49.4837263724182,49.484474813199
48.3144335715141,48.3075462798933,48.2963200184893,49.7868185412262,49.769455603727,49.8185386695956
48.0703866876532,48.0745609135317,48.0601688636725,49.9379325056964,49.9328686034991,49.9408526806652
48.6621683703213,48.6424284770226,48.6390920467888,49.2901015396357,49.2196152277174,49.223848455087
48.8715615752989,48.7565889046326,48.7110291478566,49.2781701287672,49.4199620700071,49.4406343410183
48.5300792573748,48.5917156144203,48.5742297373579,49.526552121135,49.5120552443712,49.4694708558813
48.3367240211596,48.2990658267531,48.3110426751688,49.6893774163675,49.7075580294729,49.6780071144775
48.3286325132544,48.3167095256871,48.2778183885846,49.6529957247375,49.6507240831774,49.6950794442468
48.3173475497914,48.297189686708,48.3221201539558,49.5399173562311,49.5186588471374,49.5495281097099
48.750844289229,48.780098638874,48.9478865170339,49.2315063487388,49.1569352415458,49.0757089491177
48.6322955326091,48.5914096202587,48.5896171010947,49.3255778942117,49.436657066948,49.3038750258194
48.3376572253421,48.3416834488557,48.3853463403889,49.4160612143716,49.3939353958866,49.3486803064845
48.7392630860755,48.7377246690203,48.732477443551,49.3744438938182,49.3841250868573,49.3653997152101
48.2936466081092,48.2588744828061,48.2938935591276,49.8844087074764,49.8970399929742,49.8694497987574
48.407177570689,48.3437376073475,48.3487547391144,49.7306832497642,49.7539323809498,49.7558485824451
48.4339516169754,48.4383598289936,48.4193162502702,49.6294623990386,49.6339030159,49.6090632470864
48.8051063776703,48.7778253201731,48.74393013598,49.0294192058753,49.0267112259609,49.0143582830152
48.8906104821071,48.9258077649621,48.8312135913332,49.1462482299431,49.094937580314,49.2157959829117
48.5569071625861,48.6005588147709,48.5808142540154,49.2806375633818,49.1706133311922,49.238531148171
48.5443073182706,48.4252064379235,48.5429793190087,49.3776524538539,49.4818803790012,49.3339748465961
48.4131242290774,48.4626101661103,48.4109026700832,49.4998554636853,49.4418894046287,49.4680748942073
48.6822347137924,48.5649135096462,48.6246177829943,49.3298491703607,49.3485912600619,49.3446027021279
48,48,48,50,50,50
48.4553971719273,48.433392045343,48.4923181093191,49.5756604545197,49.5518179363622,49.512734989199
48.3705296536141,48.4013571364234,48.3789395986224,49.6557892829082,49.6368250057592,49.6325925061442
48.2948647719257,48.2450774132997,48.2452333719807,49.5999529358436,49.6801253531057,49.6648470372036
48.5526120439105,48.4936171747883,48.5470138491045,49.4439409733566,49.5041185194192,49.4035216277697
48.6999429684375,48.6674225130704,48.6388866088705,49.4041297998741,49.4409787549934,49.4689488507646
48.5980373773776,48.6138412083377,48.678882956789,49.5343031977418,49.4791188273063,49.4220596743536
48.5641531198371,48.4980636667413,48.5050205978195,49.4243895666615,49.5268809997758,49.4374185980198
48.0973773309044,48.0964385830861,48.0850462859978,49.9309421695687,49.9266893174735,49.9334705020286
48.7338359589856,48.6767178067636,48.7025016969911,49.2933744306236,49.3246227310785,49.282149748805
48.2944279216092,48.32213015851,48.2785211345472,49.7815000433064,49.7551508226265,49.7657174107801
48.3626218891359,48.3663604547462,48.3806751831164,49.6590269446075,49.6312969261148,49.6214823824668
48.153455632109,48.1289762193937,48.1421610917232,49.8679195111535,49.8938445245769,49.8825445368112
48.7886033979934,48.8351795521923,48.6975970417301,49.3511969592734,49.2760444803835,49.3809811488628
48.7337121748706,48.6050727417602,48.6763760279078,49.3122318778555,49.3397504692217,49.2931557934758
48.302073906932,48.2664547664704,48.2805922258139,49.6220605085437,49.6247568077852,49.6069131430425
48.4461740148156,48.4175318090007,48.3890093465941,49.8029196108595,49.7942480800008,49.7977069860026
48.6423912607823,48.5647474044083,48.5808732230054,49.4420597429417,49.5044738972807,49.4789352985286
48.2035147902099,48.1658320989347,48.1871794698131,49.7606630172421,49.7781334552841,49.7572645379607
48.1602257924082,48.1424510079744,48.1590373268823,49.7949562105561,49.8138859271513,49.8003961975323
48.7019170257836,48.7199901626368,48.7118973884171,49.4615888743384,49.3769515784146,49.41854731972
48.8565136226945,48.7521463487423,48.8925018114571,49.1271674626394,49.1513808655546,48.9901783633211
48.4078110981496,48.3996939752072,48.3486322901552,49.6192149656936,49.6031107158912,49.6534493838961
48.3351665141548,48.3435113784256,48.423630878804,49.5262999703913,49.5014640116115,49.4138093488446
48.6408236609041,48.5553433570572,48.5990002444432,49.3038888295894,49.3730167596087,49.3230472707135
48.5628771665445,48.578049595094,48.5851285793476,49.3341673518771,49.2862239504539,49.2605396067383
48.1927926781738,48.2204857495571,48.2298539690292,49.8115877020631,49.7685125069013,49.7756946749057
49.1293683849367,48.9788093056514,49.0063991830306,49.0939704602222,49.2382075692998,49.1554857927161
48.1829035133696,48.1707283591616,48.1742592234338,49.8192656900218,49.828182502948,49.8312862178501
48.3716966818018,48.3495668163187,48.3414606476359,49.5659229072788,49.5617046786189,49.5771166265185
48.250870797367,48.2363150307687,48.2667974363279,49.6467506740038,49.6186720588139,49.586205578019
48.6231273062523,48.5652045831964,48.5112277921648,49.4514363955937,49.4810302018005,49.5152172932461
48.2415527728934,48.2673258658122,48.2566592274595,49.814619100939,49.7971590295122,49.7829078918583
48.7768388443419,48.7962212499138,48.8624265507579,49.3066286998018,49.2052751075089,49.2488892477549
48.3510135070628,48.3577858136212,48.4012322673002,49.7040938482854,49.6759940045517,49.613860356797
48.1033878771528,48.0933526734268,48.0973131281192,49.9628928103448,49.9609692909429,49.9602983546038
48.7695051820159,48.7575291054562,48.8225946663614,49.1497249513458,49.1544834545006,49.0356335619074
48.851432786436,48.8370523611721,48.8693950674883,49.1783425611555,49.2639679232548,49.2140444125704
48.62523235584,48.7761919157873,48.7603993119732,49.2439149990872,49.2031385807322,49.1662004335612
48.3727078536657,48.4256782134526,48.3885593007607,49.6378056139618,49.5825002480165,49.5905134475209
48.6304772382033,48.6145788494205,48.6946247958364,49.3787520206344,49.3798932776269,49.3133153070422
48.5893002421163,48.5759816225916,48.5673661305214,49.4719644117512,49.4539002155138,49.4363981066353
48.2954477452303,48.4160976591968,48.3881339825912,49.7487609669257,49.6720346607355,49.6896717496667
48.8663338808952,48.8318682270933,48.8089187146453,49.2052146655556,49.2316772969754,49.2487295089514
48.6791356427617,48.7954498743449,48.7535275447702,49.2413962262797,49.1921993156231,49.2515073390077
48.7288748783577,48.6494200989052,48.7177584603074,49.2720605029544,49.3678061946994,49.2600494384187
48.7155442213393,48.6550729966991,48.6639106879127,49.3061784517875,49.3729152507409,49.2886370260292
48.2774285214355,48.3212601458497,48.4258748132661,49.6308127078389,49.5607402484011,49.5489434217116
48.7767055856621,48.7776246266085,48.6792493556251,49.3297925257681,49.3340266723302,49.4128052865274
48.7312599637249,48.7714325929509,48.6456261303972,49.182832238959,49.1074884096553,49.145481718157
48.4643468316634,48.4765495727382,48.4591540106166,49.4949221255278,49.4200928859566,49.4651739166373
48.6566237658798,48.78941864602,48.6867681305594,49.30022725108,49.2144407744553,49.2278004123866
48.7387972719056,48.7721940750087,48.7279254201535,49.4634277144109,49.4339277086023,49.4150954759367
48.9887489645895,48.818041673012,48.931723806042,49.0582809292029,49.1685282568201,49.0444165637154
48.2111924566136,48.2207555689199,48.1973137132908,49.6745766636016,49.6703669460762,49.6658978432477
48.6733369372865,48.709246557661,48.6594962470015,49.1986290749498,49.1088041120375,49.177741308098
48.6462740543714,48.6509284819845,48.665435815318,49.4264043173203,49.3310590669508,49.4274490572176
48,48,48,50,50,50
48.2511365577619,48.2083008353376,48.2572249298185,49.7704900749726,49.8143506373901,49.7487272299172
48.5708013967905,48.512468206115,48.5088725278812,49.4815579077936,49.564187191052,49.5169810501288
48.5274947768925,48.5461319494825,48.5938029700712,49.4756548344116,49.4648352658485,49.394675945036
48.4128015154408,48.3642283815555,48.4064706768705,49.4650112893652,49.4958297765793,49.4355430542557
48.1795525276305,48.1689588032633,48.1747165771254,49.7463309178689,49.7295544017027,49.741534022861
48.5999104510554,48.5457757902697,48.5336500184582,49.4646825164401,49.4573033845494,49.4501555978896
48.2730114438428,48.2436360820817,48.2485951979844,49.740095603911,49.7539306916832,49.7410325039158
48.7903032011784,48.7740978790603,48.7473411380932,49.3538351895348,49.3742078424279,49.3391402575292
48.2313337901291,48.222526220689,48.2129916041273,49.8594410731617,49.8585205717826,49.8556449713077
48.6693317931894,48.7465925896208,48.6178019925082,49.3224256155102,49.3656381003043,49.4428666188075
48.1235354315658,48.1244648561922,48.1061137445506,49.9017398560357,49.9065941638299,49.912256563665
48.5523527348486,48.5456840127385,48.4901299683995,49.5706876485851,49.5207542732417,49.5536297541269
48.6622674078628,48.6932821351665,48.6435176591147,49.388971824296,49.2652698981878,49.4014595019202
48.7748060668535,48.6616405919932,48.6989474119769,49.2016502209244,49.2938426477267,49.2513617560498
48.7790664693535,48.6939075798135,48.7905198697407,49.1835780443244,49.1690185769161,49.1355720683066
48.4396026571623,48.4220836517039,48.4706045072477,49.6277138102991,49.6165863236295,49.568636455807
48.3125406641927,48.2995021119813,48.2930831961721,49.7815968748275,49.7576174090835,49.7462878550994
48.6391988407601,48.7530266852133,48.6877349097266,49.6562126712882,49.5739065751921,49.5746066204334
48.7543532988419,48.7319362417223,48.6393459288476,49.4751311028128,49.4492366130991,49.5636736841112
48.2786418896359,48.30474203033,48.3344593105211,49.6409573678327,49.6409372002052,49.628337270024
48.1687349243754,48.1535330127892,48.1490040812724,49.7526953409994,49.7917957171158,49.7651644648043
48.442698071769,48.4595266510566,48.4364647879508,49.4592255131912,49.4780746836428,49.3976827556592
48,48,48,50,50,50
48.3799350635822,48.426347376094,48.4440653003662,49.4438419839889,49.4235216011857,49.376803387021
48.1399521908021,48.1818814915701,48.164552737742,49.7584473564204,49.7569966549782,49.7388812189436
48.6725335779652,48.695572849494,48.6350396908403,49.2934312106906,49.2734846575164,49.2676723073551
48.6389684818294,48.6044507846971,48.5956594786424,49.3557016849265,49.3421848132007,49.3065063180769
48.9440832622902,48.8961247573951,48.8448622684543,49.2265233032787,49.3171203045499,49.3498982390603
48.3383788448478,48.3560933029787,48.3572710480054,49.5961023506787,49.5830154033452,49.5597695332363
48.5501073234907,48.6721886621148,48.6084947910662,49.5452629878733,49.4508017438076,49.4641232187024
