subj_num_new_vicarious,alpha_c,alpha_i,weight_exp,pain_err,exp_err
101,3.55896353199602e-06,0.02347665205211,0.036576277464427,13.770493102422,12.7626096931873
105,0.999982445705031,0.180283553447188,0.256269229398788,14.6370048786468,11.7349100282791
106,0.499619772104905,0.0215918231689982,0.318709448395641,34.27656662929,26.3818831437336
109,0.999990188170843,0.0522774850133701,0.345557504375265,14.0303865339096,13.8805598195503
111,0.999914393888596,2.279759880528e-07,0.107059503899068,15.0276281232135,16.1719973560722
112,0.999938360667766,0.0504522747435717,0.534572798012065,20.8218948596095,28.5935076393439
115,0.49714458499965,0.00256443004055396,0.363957456641707,10.9704644387438,16.1603821986667
116,0.961019216042546,0.0380730129088716,0.0670892692513423,17.5758801542503,12.4673352824426
122,0.917585978871275,0.0501113257351817,0.274855136572831,29.1599172510057,14.0845494155299
124,0.000532035208317309,0.0115382036899013,0.115545153075446,22.4442333805903,11.5234554838437
126,0.392518045324664,0.19605076933189,0.0787438544423642,20.47020901217,16.0259191897969
127,0.999984246686734,0.133640899388085,0.092541274594787,13.4725029155743,12.6985773067192
128,0.996145552907683,0.13165281268238,0.20296217836924,15.4877629389477,10.4291396184275
130,0.99994954112514,0.07653087642624,0.179221132912297,9.24825188180274,13.9681118967497
131,0.788496302031929,0.641446592766377,1.28775008760852e-05,39.1509629288975,26.7913319397154
132,6.09689228744051e-06,0.00555268868403067,0.118705570609108,12.5811005570181,11.229011567199
133,0.99998901044418,0.152050855876802,0.0189810259862151,14.9723297398513,14.0428920690392
